chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	21.13
chr1	500000	1000000	0.0	0.0	0.0	21.13
chr1	1000000	1500000	0.0	0.0	0.0	21.13
chr1	1500000	2000000	0.0	0.0	0.0	21.13
chr1	2000000	2500000	0.0	0.0	0.0	21.13
chr1	2500000	3000000	0.0	0.0	0.0	21.13
chr1	3000000	3500000	16.89	0.7993374349266447	1.5986748698532893	21.13
chr1	3500000	4000000	20.37	0.9640321817321345	1.928064363464269	21.13
chr1	4000000	4500000	20.36	0.963558920965452	1.927117841930904	21.13
chr1	4500000	5000000	20.73	0.9810695693327024	1.9621391386654048	21.13
chr1	5000000	5500000	21.4	1.0127780407004259	2.0255560814008517	21.13
chr1	5500000	6000000	19.83	0.9384761003312825	1.876952200662565	21.13
chr1	6000000	6500000	20.1	0.9512541410317086	1.9025082820634172	21.13
chr1	6500000	7000000	21.19	1.0028395646000947	2.0056791292001894	21.13
chr1	7000000	7500000	20.26	0.9588263132986277	1.9176526265972553	21.13
chr1	7500000	8000000	18.47	0.8741126360624704	1.7482252721249407	21.13
chr1	8000000	8500000	18.02	0.8528159015617606	1.7056318031235211	21.13
chr1	8500000	9000000	17.4	0.8234737340274491	1.6469474680548981	21.13
chr1	9000000	9500000	19.05	0.9015617605300521	1.8031235210601042	21.13
chr1	9500000	10000000	20.48	0.9692380501656414	1.9384761003312827	21.13
chr1	10000000	10500000	20.68	0.9787032654992901	1.9574065309985802	21.13
chr1	10500000	11000000	20.75	0.9820160908660672	1.9640321817321345	21.13
chr1	11000000	11500000	20.36	0.963558920965452	1.927117841930904	21.13
chr1	11500000	12000000	19.3	0.9133932796971131	1.8267865593942263	21.13
chr1	12000000	12500000	19.59	0.927117841930904	1.854235683861808	21.13
chr1	12500000	13000000	21.19	1.0028395646000947	2.0056791292001894	21.13
chr1	13000000	13500000	21.9	1.036441079034548	2.072882158069096	21.13
chr1	13500000	14000000	21.69	1.0265026029342168	2.0530052058684336	21.13
chr1	14000000	14500000	21.01	0.9943208707998108	1.9886417415996216	21.13
chr1	14500000	15000000	21.11	0.9990534784666352	1.9981069569332703	21.13
chr1	15000000	15500000	21.36	1.0108849976336962	2.0217699952673924	21.13
chr1	15500000	16000000	20.62	0.9758637008991955	1.951727401798391	21.13
chr1	16000000	16500000	21.2	1.0033128253667771	2.0066256507335543	21.13
chr1	16500000	17000000	20.98	0.9929010884997634	1.9858021769995269	21.13
chr1	17000000	17500000	20.3	0.9607193563653574	1.9214387127307149	21.13
chr1	17500000	18000000	19.53	0.9242782773308094	1.8485565546616187	21.13
chr1	18000000	18500000	19.37	0.9167061050638903	1.8334122101277806	21.13
chr1	18500000	19000000	18.93	0.8958826313298628	1.7917652626597256	21.13
chr1	19000000	19500000	19.65	0.9299574065309986	1.8599148130619971	21.13
chr1	19500000	20000000	19.72	0.9332702318977757	1.8665404637955514	21.13
