chrom	length	bases	mean	min	max
chr1	195154279	4864306546	24.93	0	13665115
chr1_region	195154279	4864306546	24.93	0	13665115
chr2	181755017	3859274336	21.23	0	94871
chr2_region	181755017	3859274336	21.23	0	94871
chr3	159745316	3231676262	20.23	0	38683
chr3_region	159745316	3231676262	20.23	0	38683
chr4	156860686	3229255814	20.59	0	8903
chr4_region	156860686	3229255814	20.59	0	8903
chr5	151758149	3142228781	20.71	0	149710
chr5_region	151758149	3142228781	20.71	0	149710
chr6	149588044	3087123104	20.64	0	67153
chr6_region	149588044	3087123104	20.64	0	67153
chr7	144995196	3245534310	22.38	0	4130224
chr7_region	144995196	3245534310	22.38	0	4130224
chr8	130127694	2764129118	21.24	0	93318
chr8_region	130127694	2764129118	21.24	0	93318
chr9	124359700	2761478935	22.21	0	60155
chr9_region	124359700	2761478935	22.21	0	60155
chr10	130530862	2655893832	20.35	0	175897
chr10_region	130530862	2655893832	20.35	0	175897
chr11	121973369	2586383054	21.20	0	108114
chr11_region	121973369	2586383054	21.20	0	108114
chr12	120092757	2500177940	20.82	0	43932
chr12_region	120092757	2500177940	20.82	0	43932
chr13	120883175	2499336700	20.68	0	52213
chr13_region	120883175	2499336700	20.68	0	52213
chr14	125139656	2568793304	20.53	0	146967
chr14_region	125139656	2568793304	20.53	0	146967
chr15	104073951	2127101414	20.44	0	30367
chr15_region	104073951	2127101414	20.44	0	30367
chr16	98008968	1970443377	20.10	0	128715
chr16_region	98008968	1970443377	20.10	0	128715
chr17	95294699	2005085265	21.04	0	117255
chr17_region	95294699	2005085265	21.04	0	117255
chr18	90720763	1835092410	20.23	0	50270
chr18_region	90720763	1835092410	20.23	0	50270
chr19	61420004	1230980857	20.04	0	6919
chr19_region	61420004	1230980857	20.04	0	6919
chrX	169476592	3300297556	19.47	0	150793
chrX_region	169476592	3300297556	19.47	0	150793
chrY	91455967	40711308	0.45	0	827
chrY_region	91455967	40711308	0.45	0	827
chrM	16299	102829032	6308.92	10	9452
chrM_region	16299	102829032	6308.92	10	9452
GL456210.1	169725	8291826	48.85	0	694
GL456210.1_region	169725	8291826	48.85	0	694
GL456211.1	241735	12582031	52.05	0	258
GL456211.1_region	241735	12582031	52.05	0	258
GL456212.1	153618	10660804	69.40	0	317
GL456212.1_region	153618	10660804	69.40	0	317
GL456219.1	175968	1910490	10.86	0	76
GL456219.1_region	175968	1910490	10.86	0	76
GL456221.1	206961	11470187	55.42	0	299
GL456221.1_region	206961	11470187	55.42	0	299
GL456233.2	559103	8952702	16.01	0	1917
GL456233.2_region	559103	8952702	16.01	0	1917
GL456239.1	40056	2153004	53.75	0	723
GL456239.1_region	40056	2153004	53.75	0	723
GL456354.1	195993	1990446	10.16	0	109
GL456354.1_region	195993	1990446	10.16	0	109
GL456359.1	22974	198375	8.63	0	47
GL456359.1_region	22974	198375	8.63	0	47
GL456360.1	31704	274436	8.66	0	36
GL456360.1_region	31704	274436	8.66	0	36
GL456366.1	47073	366162	7.78	0	45
GL456366.1_region	47073	366162	7.78	0	45
GL456367.1	42057	1121115	26.66	0	395
GL456367.1_region	42057	1121115	26.66	0	395
GL456368.1	20208	443178	21.93	0	81
GL456368.1_region	20208	443178	21.93	0	81
GL456370.1	26764	919776	34.37	0	4097
GL456370.1_region	26764	919776	34.37	0	4097
GL456372.1	28664	955274	33.33	0	196
GL456372.1_region	28664	955274	33.33	0	196
GL456378.1	31602	629380	19.92	0	166
GL456378.1_region	31602	629380	19.92	0	166
GL456379.1	72385	605540	8.37	0	33
GL456379.1_region	72385	605540	8.37	0	33
GL456381.1	25871	1791563	69.25	0	677
GL456381.1_region	25871	1791563	69.25	0	677
GL456382.1	23158	306500	13.24	0	37
GL456382.1_region	23158	306500	13.24	0	37
GL456383.1	38659	2660637	68.82	0	2237
GL456383.1_region	38659	2660637	68.82	0	2237
GL456385.1	35240	577709	16.39	0	63
GL456385.1_region	35240	577709	16.39	0	63
GL456387.1	24685	2332266	94.48	0	821
GL456387.1_region	24685	2332266	94.48	0	821
GL456389.1	28772	1577902	54.84	0	3044
GL456389.1_region	28772	1577902	54.84	0	3044
GL456390.1	24668	3559464	144.29	0	3569
GL456390.1_region	24668	3559464	144.29	0	3569
GL456392.1	23629	3565790	150.91	0	6948
GL456392.1_region	23629	3565790	150.91	0	6948
GL456394.1	24323	1062180	43.67	0	874
GL456394.1_region	24323	1062180	43.67	0	874
GL456396.1	21240	3128455	147.29	0	2256
GL456396.1_region	21240	3128455	147.29	0	2256
JH584295.1	1976	29810	15.09	0	40
JH584295.1_region	1976	29810	15.09	0	40
JH584296.1	199368	1826483	9.16	0	51
JH584296.1_region	199368	1826483	9.16	0	51
JH584297.1	205776	2080399	10.11	0	64
JH584297.1_region	205776	2080399	10.11	0	64
JH584298.1	184189	1978909	10.74	0	64
JH584298.1_region	184189	1978909	10.74	0	64
JH584299.1	953012	10889982	11.43	0	154
JH584299.1_region	953012	10889982	11.43	0	154
