chrom	length	bases	mean	min	max
chr1	195154279	3452537356	17.69	0	53379
chr2	181755017	3406970176	18.74	0	48145
chr3	159745316	2700598567	16.91	0	3767
chr4	156860686	2843521097	18.13	0	2107
chr5	151758149	2809512670	18.51	0	6816
chr6	149588044	2660140096	17.78	0	23080
chr7	144995196	2642842779	18.23	0	968
chr8	130127694	2371248100	18.22	0	1957
chr9	124359700	2397571745	19.28	0	21072
chr10	130530862	2333260814	17.88	0	1553
chr11	121973369	2489362139	20.41	0	6302
chr12	120092757	2104449082	17.52	0	9512
chr13	120883175	2164301793	17.90	0	4575
chr14	125139656	2071819381	16.56	0	6578
chr15	104073951	1901961122	18.28	0	4341
chr16	98008968	1706481779	17.41	0	7567
chr17	95294699	1800049917	18.89	0	4406
chr18	90720763	1606254898	17.71	0	3023
chr19	61420004	1150385870	18.73	0	3409
chrX	169476592	1250695016	7.38	0	5480
chrY	91455967	83186920	0.91	0	1529
chrM	16299	45197467	2773.02	0	5791
GL456210.1	169725	2312308	13.62	0	637
GL456211.1	241735	3481973	14.40	0	196
GL456212.1	153618	2576803	16.77	0	184
GL456219.1	175968	4269	0.02	0	28
GL456221.1	206961	2303620	11.13	0	191
GL456233.2	559103	3163056	5.66	0	840
GL456239.1	40056	2656504	66.32	0	872
GL456354.1	195993	238497	1.22	0	50
GL456359.1	22974	177	0.01	0	2
GL456360.1	31704	51	0.00	0	1
GL456366.1	47073	603	0.01	0	4
GL456367.1	42057	465752	11.07	0	199
GL456368.1	20208	730859	36.17	0	171
GL456370.1	26764	351998	13.15	0	715
GL456372.1	28664	372520	13.00	0	96
GL456378.1	31602	1113532	35.24	0	268
GL456379.1	72385	0	0.00	0	0
GL456381.1	25871	863641	33.38	0	405
GL456382.1	23158	120411	5.20	0	24
GL456383.1	38659	1271198	32.88	0	934
GL456385.1	35240	479789	13.61	0	43
GL456387.1	24685	1817096	73.61	0	555
GL456389.1	28772	632113	21.97	0	1624
GL456390.1	24668	1507192	61.10	0	1825
GL456392.1	23629	2070051	87.61	0	3910
GL456394.1	24323	557688	22.93	0	607
GL456396.1	21240	1375690	64.77	0	1094
JH584295.1	1976	42068	21.29	0	43
JH584296.1	199368	43016	0.22	0	22
JH584297.1	205776	77851	0.38	0	20
JH584298.1	184189	511	0.00	0	4
JH584299.1	953012	2256162	2.37	0	52
JH584300.1	182347	0	0.00	0	0
JH584301.1	259875	950	0.00	0	4
JH584302.1	155838	40	0.00	0	1
JH584303.1	158099	1269	0.01	0	4
JH584304.1	114452	37298745	325.89	0	6045
MU069434.1	8412	228660	27.18	0	90
MU069435.1	31129	34504164	1108.43	0	4732
TG_CD1A	185655	37442	0.20	0	11
TG_MTTH	254010	1456744	5.73	0	50
TG_RAGH	38566	0	0.00	0	0
total	2728700682	46098763797	16.89	0	53379
