chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	23.73
chr1	500000	1000000	0.0	0.0	0.0	23.73
chr1	1000000	1500000	0.0	0.0	0.0	23.73
chr1	1500000	2000000	0.0	0.0	0.0	23.73
chr1	2000000	2500000	0.0	0.0	0.0	23.73
chr1	2500000	3000000	0.0	0.0	0.0	23.73
chr1	3000000	3500000	18.98	0.7998314369995786	1.5996628739991572	23.73
chr1	3500000	4000000	22.3	0.9397387273493468	1.8794774546986937	23.73
chr1	4000000	4500000	22.47	0.9469026548672566	1.893805309734513	23.73
chr1	4500000	5000000	23.28	0.9810366624525917	1.9620733249051834	23.73
chr1	5000000	5500000	23.65	0.9966287399915718	1.9932574799831435	23.73
chr1	5500000	6000000	22.4	0.9439528023598819	1.8879056047197638	23.73
chr1	6000000	6500000	22.77	0.9595448798988622	1.9190897597977243	23.73
chr1	6500000	7000000	23.49	0.9898862199747155	1.979772439949431	23.73
chr1	7000000	7500000	22.98	0.9683944374209861	1.9367888748419722	23.73
chr1	7500000	8000000	22.19	0.9351032448377582	1.8702064896755164	23.73
chr1	8000000	8500000	22.08	0.9304677623261693	1.8609355246523387	23.73
chr1	8500000	9000000	21.99	0.9266750948166876	1.8533501896333753	23.73
chr1	9000000	9500000	22.63	0.9536451748841128	1.9072903497682256	23.73
chr1	9500000	10000000	23.46	0.988621997471555	1.97724399494311	23.73
chr1	10000000	10500000	23.21	0.978086809945217	1.956173619890434	23.73
chr1	10500000	11000000	23.55	0.9924146649810367	1.9848293299620734	23.73
chr1	11000000	11500000	22.85	0.9629161399072904	1.9258322798145808	23.73
chr1	11500000	12000000	22.69	0.956173619890434	1.912347239780868	23.73
chr1	12000000	12500000	22.17	0.9342604298356512	1.8685208596713023	23.73
chr1	12500000	13000000	23.41	0.9865149599662874	1.9730299199325747	23.73
chr1	13000000	13500000	24.32	1.0248630425621577	2.0497260851243153	23.73
chr1	13500000	14000000	24.11	1.0160134850400337	2.0320269700800675	23.73
chr1	14000000	14500000	23.38	0.9852507374631267	1.9705014749262535	23.73
chr1	14500000	15000000	23.17	0.976401179941003	1.952802359882006	23.73
chr1	15000000	15500000	23.39	0.9856721449641803	1.9713442899283606	23.73
chr1	15500000	16000000	23.43	0.9873577749683944	1.9747155499367888	23.73
chr1	16000000	16500000	24.49	1.0320269700800673	2.0640539401601345	23.73
chr1	16500000	17000000	24.06	1.013906447534766	2.027812895069532	23.73
chr1	17000000	17500000	22.84	0.9624947324062368	1.9249894648124737	23.73
chr1	17500000	18000000	22.2	0.9355246523388115	1.871049304677623	23.73
chr1	18000000	18500000	22.26	0.9380530973451328	1.8761061946902655	23.73
chr1	18500000	19000000	22.15	0.9334176148335439	1.8668352296670878	23.73
chr1	19000000	19500000	22.37	0.9426885798567215	1.885377159713443	23.73
chr1	19500000	20000000	22.63	0.9536451748841128	1.9072903497682256	23.73
chr1	20000000	20500000	23.56	0.9928360724820902	1.9856721449641803	23.73
chr1	20500000	21000000	24.93	1.0505689001264222	2.1011378002528445	23.73
chr1	21000000	21500000	25.36	1.0686894226717236	2.1373788453434472	23.73
chr1	21500000	22000000	22.68	0.9557522123893805	1.911504424778761	23.73
chr1	22000000	22500000	22.64	0.9540665823851665	1.908133164770333	23.73
chr1	22500000	23000000	22.59	0.9519595448798989	1.9039190897597977	23.73
chr1	23000000	23500000	22.93	0.9662873999157184	1.9325747998314369	23.73
chr1	23500000	24000000	23.92	1.008006742520017	2.016013485040034	23.73
chr1	24000000	24500000	23.4	0.9860935524652338	1.9721871049304676	23.73
chr1	24500000	25000000	82.63	3.4820901812052254	6.964180362410451	23.73
chr1	25000000	25500000	22.12	0.9321533923303835	1.864306784660767	23.73
chr1	25500000	26000000	21.34	0.899283607248209	1.798567214496418	23.73
chr1	26000000	26500000	21.04	0.8866413822166034	1.7732827644332068	23.73
chr1	26500000	27000000	21.72	0.9152970922882426	1.8305941845764853	23.73
chr1	27000000	27500000	20.8	0.876527602191319	1.753055204382638	23.73
chr1	27500000	28000000	20.02	0.8436578171091446	1.6873156342182891	23.73
chr1	28000000	28500000	20.85	0.8786346396965866	1.7572692793931732	23.73
chr1	28500000	29000000	20.39	0.8592498946481247	1.7184997892962495	23.73
chr1	29000000	29500000	20.22	0.8520859671302149	1.7041719342604298	23.73
chr1	29500000	30000000	21.66	0.9127686472819216	1.8255372945638433	23.73
chr1	30000000	30500000	21.75	0.9165613147914032	1.8331226295828065	23.73
chr1	30500000	31000000	23.28	0.9810366624525917	1.9620733249051834	23.73
chr1	31000000	31500000	23.5	0.9903076274757691	1.9806152549515381	23.73
chr1	31500000	32000000	21.77	0.9174041297935103	1.8348082595870205	23.73
chr1	32000000	32500000	21.61	0.910661609776654	1.821323219553308	23.73
chr1	32500000	33000000	22.35	0.9418457648546145	1.883691529709229	23.73
chr1	33000000	33500000	23.22	0.9785082174462705	1.957016434892541	23.73
chr1	33500000	34000000	24.61	1.0370838600927097	2.0741677201854194	23.73
chr1	34000000	34500000	24.83	1.046354825115887	2.092709650231774	23.73
chr1	34500000	35000000	25.84	1.0889169827222924	2.177833965444585	23.73
chr1	35000000	35500000	25.71	1.0834386852085967	2.1668773704171933	23.73
chr1	35500000	36000000	25.71	1.0834386852085967	2.1668773704171933	23.73
chr1	36000000	36500000	25.8	1.0872313527180784	2.1744627054361567	23.73
chr1	36500000	37000000	25.56	1.077117572692794	2.154235145385588	23.73
chr1	37000000	37500000	25.79	1.0868099452170248	2.1736198904340496	23.73
chr1	37500000	38000000	24.81	1.04551201011378	2.09102402022756	23.73
chr1	38000000	38500000	24.68	1.0400337126000843	2.0800674252001685	23.73
chr1	38500000	39000000	24.99	1.0530973451327432	2.1061946902654864	23.73
chr1	39000000	39500000	25.87	1.0901812052254531	2.1803624104509063	23.73
chr1	39500000	40000000	24.84	1.0467762326169405	2.093552465233881	23.73
chr1	40000000	40500000	25.51	1.0750105351875263	2.1500210703750526	23.73
chr1	40500000	41000000	24.77	1.043826380109566	2.087652760219132	23.73
chr1	41000000	41500000	23.16	0.9759797724399494	1.9519595448798988	23.73
chr1	41500000	42000000	21.97	0.9258322798145806	1.8516645596291612	23.73
chr1	42000000	42500000	23.07	0.9721871049304678	1.9443742098609356	23.73
chr1	42500000	43000000	23.64	0.9962073324905183	1.9924146649810366	23.73
chr1	43000000	43500000	25.14	1.0594184576485461	2.1188369152970923	23.73
chr1	43500000	44000000	25.02	1.054361567635904	2.108723135271808	23.73
chr1	44000000	44500000	23.27	0.9806152549515381	1.9612305099030762	23.73
chr1	44500000	45000000	22.0	0.9270965023177412	1.8541930046354824	23.73
chr1	45000000	45500000	21.33	0.8988621997471554	1.7977243994943108	23.73
chr1	45500000	46000000	22.32	0.9405815423514539	1.8811630847029077	23.73
chr1	46000000	46500000	23.29	0.9814580699536452	1.9629161399072903	23.73
chr1	46500000	47000000	22.49	0.9477454698693636	1.8954909397387272	23.73
chr1	47000000	47500000	22.09	0.9308891698272229	1.8617783396544458	23.73
chr1	47500000	48000000	21.42	0.9026548672566372	1.8053097345132745	23.73
chr1	48000000	48500000	21.09	0.888748419721871	1.777496839443742	23.73
chr1	48500000	49000000	20.97	0.8836915297092287	1.7673830594184574	23.73
chr1	49000000	49500000	19.94	0.8402865571007164	1.6805731142014328	23.73
chr1	49500000	50000000	20.16	0.8495575221238938	1.6991150442477876	23.73
chr1	50000000	50500000	20.67	0.8710493046776233	1.7420986093552466	23.73
chr1	50500000	51000000	21.16	0.8916982722292457	1.7833965444584914	23.73
chr1	51000000	51500000	23.19	0.97724399494311	1.95448798988622	23.73
chr1	51500000	52000000	24.53	1.0337126000842816	2.067425200168563	23.73
chr1	52000000	52500000	24.37	1.0269700800674253	2.0539401601348506	23.73
chr1	52500000	53000000	23.84	1.0046354825115886	2.0092709650231773	23.73
chr1	53000000	53500000	22.9	0.9650231774125578	1.9300463548251157	23.73
chr1	53500000	54000000	23.19	0.97724399494311	1.95448798988622	23.73
chr1	54000000	54500000	23.92	1.008006742520017	2.016013485040034	23.73
chr1	54500000	55000000	24.67	1.039612305099031	2.079224610198062	23.73
chr1	55000000	55500000	23.35	0.9839865149599664	1.9679730299199327	23.73
chr1	55500000	56000000	24.14	1.0172777075431942	2.0345554150863885	23.73
chr1	56000000	56500000	22.24	0.9372102823430256	1.8744205646860512	23.73
chr1	56500000	57000000	22.6	0.9523809523809524	1.9047619047619049	23.73
chr1	57000000	57500000	25.23	1.0632111251580278	2.1264222503160557	23.73
chr1	57500000	58000000	24.58	1.035819637589549	2.071639275179098	23.73
chr1	58000000	58500000	24.77	1.043826380109566	2.087652760219132	23.73
chr1	58500000	59000000	24.14	1.0172777075431942	2.0345554150863885	23.73
chr1	59000000	59500000	24.54	1.034134007585335	2.06826801517067	23.73
chr1	59500000	60000000	23.11	0.9738727349346818	1.9477454698693637	23.73
chr1	60000000	60500000	22.31	0.9401601348504003	1.8803202697008006	23.73
chr1	60500000	61000000	23.81	1.0033712600084281	2.0067425200168563	23.73
chr1	61000000	61500000	23.7	0.9987357774968394	1.9974715549936788	23.73
chr1	61500000	62000000	23.28	0.9810366624525917	1.9620733249051834	23.73
chr1	62000000	62500000	22.97	0.9679730299199325	1.935946059839865	23.73
chr1	62500000	63000000	24.69	1.0404551201011378	2.0809102402022757	23.73
chr1	63000000	63500000	23.24	0.9793510324483775	1.958702064896755	23.73
chr1	63500000	64000000	24.22	1.0206489675516224	2.0412979351032448	23.73
chr1	64000000	64500000	24.37	1.0269700800674253	2.0539401601348506	23.73
chr1	64500000	65000000	23.92	1.008006742520017	2.016013485040034	23.73
chr1	65000000	65500000	23.87	1.0058997050147493	2.0117994100294987	23.73
