chrom	length	bases	mean	min	max
chr1	195154279	5900419444	30.23	0	22461383
chr1_region	195154279	5900419444	30.23	0	22461383
chr2	181755017	4368411420	24.03	0	96193
chr2_region	181755017	4368411420	24.03	0	96193
chr3	159745316	3619326914	22.66	0	28571
chr3_region	159745316	3619326914	22.66	0	28571
chr4	156860686	3707070651	23.63	0	12509
chr4_region	156860686	3707070651	23.63	0	12509
chr5	151758149	3637250571	23.97	0	166913
chr5_region	151758149	3637250571	23.97	0	166913
chr6	149588044	3487721543	23.32	0	45441
chr6_region	149588044	3487721543	23.32	0	45441
chr7	144995196	3801573301	26.22	0	7835785
chr7_region	144995196	3801573301	26.22	0	7835785
chr8	130127694	3140760264	24.14	0	71607
chr8_region	130127694	3140760264	24.14	0	71607
chr9	124359700	3186296033	25.62	0	65973
chr9_region	124359700	3186296033	25.62	0	65973
chr10	130530862	3144307273	24.09	0	151504
chr10_region	130530862	3144307273	24.09	0	151504
chr11	121973369	3027378104	24.82	0	79717
chr11_region	121973369	3027378104	24.82	0	79717
chr12	120092757	2890433013	24.07	0	44562
chr12_region	120092757	2890433013	24.07	0	44562
chr13	120883175	2807374148	23.22	0	35386
chr13_region	120883175	2807374148	23.22	0	35386
chr14	125139656	2881728250	23.03	0	172864
chr14_region	125139656	2881728250	23.03	0	172864
chr15	104073951	2405867464	23.12	0	66830
chr15_region	104073951	2405867464	23.12	0	66830
chr16	98008968	2258607350	23.04	0	147481
chr16_region	98008968	2258607350	23.04	0	147481
chr17	95294699	2288329557	24.01	0	92816
chr17_region	95294699	2288329557	24.01	0	92816
chr18	90720763	2069326600	22.81	0	33999
chr18_region	90720763	2069326600	22.81	0	33999
chr19	61420004	1423750095	23.18	0	7689
chr19_region	61420004	1423750095	23.18	0	7689
chrX	169476592	3757545387	22.17	0	128078
chrX_region	169476592	3757545387	22.17	0	128078
chrY	91455967	48851632	0.53	0	1026
chrY_region	91455967	48851632	0.53	0	1026
chrM	16299	192819637	11830.15	5935	16261
chrM_region	16299	192819637	11830.15	5935	16261
GL456210.1	169725	9098463	53.61	0	1067
GL456210.1_region	169725	9098463	53.61	0	1067
GL456211.1	241735	13711714	56.72	0	301
GL456211.1_region	241735	13711714	56.72	0	301
GL456212.1	153618	11430241	74.41	0	276
GL456212.1_region	153618	11430241	74.41	0	276
GL456219.1	175968	2123068	12.07	0	73
GL456219.1_region	175968	2123068	12.07	0	73
GL456221.1	206961	12494249	60.37	2	286
GL456221.1_region	206961	12494249	60.37	2	286
GL456233.2	559103	11198650	20.03	0	3026
GL456233.2_region	559103	11198650	20.03	0	3026
GL456239.1	40056	1030773	25.73	0	816
GL456239.1_region	40056	1030773	25.73	0	816
GL456354.1	195993	2237598	11.42	0	135
GL456354.1_region	195993	2237598	11.42	0	135
GL456359.1	22974	278634	12.13	0	40
GL456359.1_region	22974	278634	12.13	0	40
GL456360.1	31704	352986	11.13	0	34
GL456360.1_region	31704	352986	11.13	0	34
GL456366.1	47073	499371	10.61	0	48
GL456366.1_region	47073	499371	10.61	0	48
GL456367.1	42057	1493649	35.51	0	598
GL456367.1_region	42057	1493649	35.51	0	598
GL456368.1	20208	1268258	62.76	0	243
GL456368.1_region	20208	1268258	62.76	0	243
GL456370.1	26764	1182281	44.17	0	4355
GL456370.1_region	26764	1182281	44.17	0	4355
GL456372.1	28664	1079861	37.67	0	243
GL456372.1_region	28664	1079861	37.67	0	243
GL456378.1	31602	1697432	53.71	0	362
GL456378.1_region	31602	1697432	53.71	0	362
GL456379.1	72385	719205	9.94	0	49
GL456379.1_region	72385	719205	9.94	0	49
GL456381.1	25871	2458005	95.01	0	982
GL456381.1_region	25871	2458005	95.01	0	982
GL456382.1	23158	375069	16.20	0	46
GL456382.1_region	23158	375069	16.20	0	46
GL456383.1	38659	4858039	125.66	0	3312
GL456383.1_region	38659	4858039	125.66	0	3312
GL456385.1	35240	789392	22.40	0	91
GL456385.1_region	35240	789392	22.40	0	91
GL456387.1	24685	3401375	137.79	0	771
GL456387.1_region	24685	3401375	137.79	0	771
GL456389.1	28772	2637241	91.66	0	5666
GL456389.1_region	28772	2637241	91.66	0	5666
GL456390.1	24668	6263668	253.92	0	5104
GL456390.1_region	24668	6263668	253.92	0	5104
GL456392.1	23629	5770580	244.22	0	9527
GL456392.1_region	23629	5770580	244.22	0	9527
GL456394.1	24323	1396070	57.40	0	699
GL456394.1_region	24323	1396070	57.40	0	699
GL456396.1	21240	5284187	248.78	0	3387
GL456396.1_region	21240	5284187	248.78	0	3387
JH584295.1	1976	52892	26.77	0	48
JH584295.1_region	1976	52892	26.77	0	48
JH584296.1	199368	1994124	10.00	0	65
JH584296.1_region	199368	1994124	10.00	0	65
JH584297.1	205776	2271563	11.04	0	63
JH584297.1_region	205776	2271563	11.04	0	63
JH584298.1	184189	2193367	11.91	0	76
JH584298.1_region	184189	2193367	11.91	0	76
JH584299.1	953012	12196422	12.80	0	188
JH584299.1_region	953012	12196422	12.80	0	188
JH584300.1	182347	6916	0.04	0	63
JH584300.1_region	182347	6916	0.04	0	63
JH584301.1	259875	32924	0.13	0	26
JH584301.1_region	259875	32924	0.13	0	26
JH584302.1	155838	11315	0.07	0	23
JH584302.1_region	155838	11315	0.07	0	23
JH584303.1	158099	79568	0.50	0	43
JH584303.1_region	158099	79568	0.50	0	43
JH584304.1	114452	190425095	1663.80	1	24912
JH584304.1_region	114452	190425095	1663.80	1	24912
MU069434.1	8412	274654	32.65	0	74
MU069434.1_region	8412	274654	32.65	0	74
MU069435.1	31129	48534396	1559.14	0	5158
MU069435.1_region	31129	48534396	1559.14	0	5158
total	2728222451	64408351946	23.61	0	22461383
total_region	2728222451	64408351946	23.61	0	22461383
