chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	23.85
chr1	500000	1000000	0.0	0.0	0.0	23.85
chr1	1000000	1500000	0.0	0.0	0.0	23.85
chr1	1500000	2000000	0.0	0.0	0.0	23.85
chr1	2000000	2500000	0.0	0.0	0.0	23.85
chr1	2500000	3000000	0.0	0.0	0.0	23.85
chr1	3000000	3500000	18.54	0.7773584905660377	1.5547169811320753	23.85
chr1	3500000	4000000	21.69	0.909433962264151	1.818867924528302	23.85
chr1	4000000	4500000	22.36	0.9375262054507336	1.8750524109014672	23.85
chr1	4500000	5000000	23.34	0.9786163522012578	1.9572327044025155	23.85
chr1	5000000	5500000	23.3	0.9769392033542976	1.9538784067085953	23.85
chr1	5500000	6000000	22.13	0.9278825995807127	1.8557651991614255	23.85
chr1	6000000	6500000	22.66	0.950104821802935	1.90020964360587	23.85
chr1	6500000	7000000	23.16	0.971069182389937	1.942138364779874	23.85
chr1	7000000	7500000	22.94	0.9618448637316562	1.9236897274633125	23.85
chr1	7500000	8000000	21.83	0.9153039832285114	1.8306079664570227	23.85
chr1	8000000	8500000	21.85	0.9161425576519916	1.8322851153039832	23.85
chr1	8500000	9000000	21.63	0.9069182389937106	1.8138364779874212	23.85
chr1	9000000	9500000	22.65	0.9496855345911949	1.8993710691823897	23.85
chr1	9500000	10000000	23.84	0.9995807127882599	1.9991614255765198	23.85
chr1	10000000	10500000	23.45	0.9832285115303983	1.9664570230607965	23.85
chr1	10500000	11000000	23.52	0.9861635220125785	1.972327044025157	23.85
chr1	11000000	11500000	22.27	0.9337526205450734	1.8675052410901467	23.85
chr1	11500000	12000000	22.32	0.9358490566037735	1.871698113207547	23.85
chr1	12000000	12500000	21.7	0.9098532494758909	1.8197064989517817	23.85
chr1	12500000	13000000	23.38	0.9802935010482179	1.9605870020964358	23.85
chr1	13000000	13500000	24.87	1.0427672955974843	2.0855345911949685	23.85
chr1	13500000	14000000	24.03	1.0075471698113208	2.0150943396226415	23.85
chr1	14000000	14500000	23.04	0.9660377358490565	1.932075471698113	23.85
chr1	14500000	15000000	22.66	0.950104821802935	1.90020964360587	23.85
chr1	15000000	15500000	23.49	0.9849056603773584	1.9698113207547168	23.85
chr1	15500000	16000000	23.4	0.981132075471698	1.962264150943396	23.85
chr1	16000000	16500000	24.76	1.0381551362683439	2.0763102725366878	23.85
chr1	16500000	17000000	24.31	1.0192872117400418	2.0385744234800836	23.85
chr1	17000000	17500000	22.75	0.9538784067085954	1.9077568134171907	23.85
chr1	17500000	18000000	22.06	0.9249475890985324	1.8498951781970647	23.85
chr1	18000000	18500000	21.87	0.9169811320754717	1.8339622641509434	23.85
chr1	18500000	19000000	21.98	0.9215932914046121	1.8431865828092242	23.85
