chrom	length	bases	mean	min	max
chr1	195154279	6786687721	34.78	0	74561
chr1_region	195154279	6786687721	34.78	0	74561
chr2	181755017	5281179871	29.06	0	44680
chr2_region	181755017	5281179871	29.06	0	44680
chr3	159745316	4357973317	27.28	0	6445
chr3_region	159745316	4357973317	27.28	0	6445
chr4	156860686	4094789834	26.10	0	4007
chr4_region	156860686	4094789834	26.10	0	4007
chr5	151758149	4935072272	32.52	0	9244
chr5_region	151758149	4935072272	32.52	0	9244
chr6	149588044	5070437207	33.90	0	24761
chr6_region	149588044	5070437207	33.90	0	24761
chr7	144995196	3898571577	26.89	0	1521
chr7_region	144995196	3898571577	26.89	0	1521
chr8	130127694	4044755768	31.08	0	4495
chr8_region	130127694	4044755768	31.08	0	4495
chr9	124359700	4027332943	32.38	0	24333
chr9_region	124359700	4027332943	32.38	0	24333
chr10	130530862	3880853342	29.73	0	3219
chr10_region	130530862	3880853342	29.73	0	3219
chr11	121973369	3397901788	27.86	0	6233
chr11_region	121973369	3397901788	27.86	0	6233
chr12	120092757	2178976830	18.14	0	8470
chr12_region	120092757	2178976830	18.14	0	8470
chr13	120883175	2319332968	19.19	0	10657
chr13_region	120883175	2319332968	19.19	0	10657
chr14	125139656	2970327548	23.74	0	13076
chr14_region	125139656	2970327548	23.74	0	13076
chr15	104073951	3727298742	35.81	0	8788
chr15_region	104073951	3727298742	35.81	0	8788
chr16	98008968	2876287508	29.35	0	12601
chr16_region	98008968	2876287508	29.35	0	12601
chr17	95294699	2814962314	29.54	0	8995
chr17_region	95294699	2814962314	29.54	0	8995
chr18	90720763	2765627017	30.49	0	5142
chr18_region	90720763	2765627017	30.49	0	5142
chr19	61420004	2128322451	34.65	0	5819
chr19_region	61420004	2128322451	34.65	0	5819
chrX	169476592	5445621288	32.13	0	10631
chrX_region	169476592	5445621288	32.13	0	10631
chrY	91455967	11036886	0.12	0	2125
chrY_region	91455967	11036886	0.12	0	2125
chrM	16299	63862931	3918.21	0	7247
chrM_region	16299	63862931	3918.21	0	7247
GL456210.1	169725	4805911	28.32	0	229
GL456210.1_region	169725	4805911	28.32	0	229
GL456211.1	241735	7593047	31.41	0	405
GL456211.1_region	241735	7593047	31.41	0	405
GL456212.1	153618	5759198	37.49	0	331
GL456212.1_region	153618	5759198	37.49	0	331
GL456219.1	175968	7004	0.04	0	33
GL456219.1_region	175968	7004	0.04	0	33
GL456221.1	206961	5116806	24.72	0	405
GL456221.1_region	206961	5116806	24.72	0	405
GL456233.2	559103	14563435	26.05	0	1884
GL456233.2_region	559103	14563435	26.05	0	1884
GL456239.1	40056	1367536	34.14	0	365
GL456239.1_region	40056	1367536	34.14	0	365
GL456354.1	195993	409142	2.09	0	48
GL456354.1_region	195993	409142	2.09	0	48
GL456359.1	22974	0	0.00	0	0
GL456359.1_region	22974	0	0.00	0	0
GL456360.1	31704	299	0.01	0	6
GL456360.1_region	31704	299	0.01	0	6
GL456366.1	47073	300	0.01	0	2
GL456366.1_region	47073	300	0.01	0	2
GL456367.1	42057	2033850	48.36	0	775
GL456367.1_region	42057	2033850	48.36	0	775
GL456368.1	20208	781598	38.68	0	149
GL456368.1_region	20208	781598	38.68	0	149
GL456370.1	26764	970224	36.25	0	1051
GL456370.1_region	26764	970224	36.25	0	1051
GL456372.1	28664	492872	17.19	0	138
GL456372.1_region	28664	492872	17.19	0	138
GL456378.1	31602	1254659	39.70	0	359
GL456378.1_region	31602	1254659	39.70	0	359
GL456379.1	72385	302	0.00	0	2
GL456379.1_region	72385	302	0.00	0	2
GL456381.1	25871	2661458	102.87	0	797
GL456381.1_region	25871	2661458	102.87	0	797
GL456382.1	23158	514394	22.21	0	74
GL456382.1_region	23158	514394	22.21	0	74
GL456383.1	38659	3078892	79.64	0	2449
GL456383.1_region	38659	3078892	79.64	0	2449
GL456385.1	35240	530754	15.06	0	43
GL456385.1_region	35240	530754	15.06	0	43
GL456387.1	24685	2516918	101.96	0	706
GL456387.1_region	24685	2516918	101.96	0	706
GL456389.1	28772	2170367	75.43	0	2156
GL456389.1_region	28772	2170367	75.43	0	2156
GL456390.1	24668	4847248	196.50	0	3904
GL456390.1_region	24668	4847248	196.50	0	3904
GL456392.1	23629	3823075	161.80	0	4753
GL456392.1_region	23629	3823075	161.80	0	4753
GL456394.1	24323	1724751	70.91	0	742
GL456394.1_region	24323	1724751	70.91	0	742
GL456396.1	21240	4336757	204.18	0	3269
