chrom	length	bases	mean	min	max
chr1	195154279	4295684022	22.01	0	53842
chr1_region	195154279	4295684022	22.01	0	53842
chr2	181755017	4095736351	22.53	0	43422
chr2_region	181755017	4095736351	22.53	0	43422
chr3	159745316	3390809186	21.23	0	3323
chr3_region	159745316	3390809186	21.23	0	3323
chr4	156860686	3409052420	21.73	0	3097
chr4_region	156860686	3409052420	21.73	0	3097
chr5	151758149	3421106687	22.54	0	5486
chr5_region	151758149	3421106687	22.54	0	5486
chr6	149588044	3290640778	22.00	0	23312
chr6_region	149588044	3290640778	22.00	0	23312
chr7	144995196	3143195839	21.68	0	1494
chr7_region	144995196	3143195839	21.68	0	1494
chr8	130127694	2940353956	22.60	0	1413
chr8_region	130127694	2940353956	22.60	0	1413
chr9	124359700	2880415708	23.16	0	23667
chr9_region	124359700	2880415708	23.16	0	23667
chr10	130530862	2992878341	22.93	0	1662
chr10_region	130530862	2992878341	22.93	0	1662
chr11	121973369	2921621051	23.95	0	3135
chr11_region	121973369	2921621051	23.95	0	3135
chr12	120092757	2685742283	22.36	0	8133
chr12_region	120092757	2685742283	22.36	0	8133
chr13	120883175	2631425861	21.77	0	5254
chr13_region	120883175	2631425861	21.77	0	5254
chr14	125139656	2580182083	20.62	0	9885
chr14_region	125139656	2580182083	20.62	0	9885
chr15	104073951	2298452967	22.08	0	4455
chr15_region	104073951	2298452967	22.08	0	4455
chr16	98008968	2150642033	21.94	0	9349
chr16_region	98008968	2150642033	21.94	0	9349
chr17	95294699	2146733251	22.53	0	8254
chr17_region	95294699	2146733251	22.53	0	8254
chr18	90720763	1983012453	21.86	0	2587
chr18_region	90720763	1983012453	21.86	0	2587
chr19	61420004	1372011614	22.34	0	4159
chr19_region	61420004	1372011614	22.34	0	4159
chrX	169476592	3147414791	18.57	0	7162
chrX_region	169476592	3147414791	18.57	0	7162
chrY	91455967	4666521	0.05	0	810
chrY_region	91455967	4666521	0.05	0	810
chrM	16299	154287746	9466.09	0	16261
chrM_region	16299	154287746	9466.09	0	16261
GL456210.1	169725	3171497	18.69	0	218
GL456210.1_region	169725	3171497	18.69	0	218
GL456211.1	241735	4998459	20.68	0	265
GL456211.1_region	241735	4998459	20.68	0	265
GL456212.1	153618	3831285	24.94	0	235
GL456212.1_region	153618	3831285	24.94	0	235
GL456219.1	175968	2419	0.01	0	18
GL456219.1_region	175968	2419	0.01	0	18
GL456221.1	206961	3361103	16.24	0	277
GL456221.1_region	206961	3361103	16.24	0	277
GL456233.2	559103	8865876	15.86	0	1667
GL456233.2_region	559103	8865876	15.86	0	1667
GL456239.1	40056	788436	19.68	0	209
GL456239.1_region	40056	788436	19.68	0	209
GL456354.1	195993	29006	0.15	0	45
GL456354.1_region	195993	29006	0.15	0	45
GL456359.1	22974	0	0.00	0	0
GL456359.1_region	22974	0	0.00	0	0
GL456360.1	31704	53	0.00	0	1
GL456360.1_region	31704	53	0.00	0	1
GL456366.1	47073	0	0.00	0	0
GL456366.1_region	47073	0	0.00	0	0
GL456367.1	42057	1222954	29.08	0	473
GL456367.1_region	42057	1222954	29.08	0	473
GL456368.1	20208	1075728	53.23	0	206
GL456368.1_region	20208	1075728	53.23	0	206
GL456370.1	26764	557333	20.82	0	817
GL456370.1_region	26764	557333	20.82	0	817
GL456372.1	28664	525227	18.32	0	130
GL456372.1_region	28664	525227	18.32	0	130
GL456378.1	31602	1306587	41.35	0	327
GL456378.1_region	31602	1306587	41.35	0	327
GL456379.1	72385	0	0.00	0	0
GL456379.1_region	72385	0	0.00	0	0
GL456381.1	25871	1763496	68.16	0	516
GL456381.1_region	25871	1763496	68.16	0	516
GL456382.1	23158	288693	12.47	0	46
GL456382.1_region	23158	288693	12.47	0	46
GL456383.1	38659	2643603	68.38	0	2068
GL456383.1_region	38659	2643603	68.38	0	2068
GL456385.1	35240	667340	18.94	0	91
GL456385.1_region	35240	667340	18.94	0	91
GL456387.1	24685	2289558	92.75	0	697
GL456387.1_region	24685	2289558	92.75	0	697
GL456389.1	28772	1391924	48.38	0	1641
GL456389.1_region	28772	1391924	48.38	0	1641
GL456390.1	24668	3795014	153.84	0	3046
GL456390.1_region	24668	3795014	153.84	0	3046
GL456392.1	23629	3174177	134.33	0	4189
GL456392.1_region	23629	3174177	134.33	0	4189
GL456394.1	24323	1084292	44.58	0	512
GL456394.1_region	24323	1084292	44.58	0	512
GL456396.1	21240	3316537	156.15	0	2505
GL456396.1_region	21240	3316537	156.15	0	2505
