chrom	length	bases	mean	min	max
chr1	195154279	3604751247	18.47	0	43336
chr1_region	195154279	3604751247	18.47	0	43336
chr2	181755017	3212565320	17.68	0	41759
chr2_region	181755017	3212565320	17.68	0	41759
chr3	159745316	2537846811	15.89	0	2392
chr3_region	159745316	2537846811	15.89	0	2392
chr4	156860686	2438051712	15.54	0	2102
chr4_region	156860686	2438051712	15.54	0	2102
chr5	151758149	3346699827	22.05	0	2615
chr5_region	151758149	3346699827	22.05	0	2615
chr6	149588044	2536095038	16.95	0	22516
chr6_region	149588044	2536095038	16.95	0	22516
chr7	144995196	2787246937	19.22	0	1382
chr7_region	144995196	2787246937	19.22	0	1382
chr8	130127694	2732750868	21.00	0	1085
chr8_region	130127694	2732750868	21.00	0	1085
chr9	124359700	2550824041	20.51	0	22260
chr9_region	124359700	2550824041	20.51	0	22260
chr10	130530862	2611631881	20.01	0	1248
chr10_region	130530862	2611631881	20.01	0	1248
chr11	121973369	2853884480	23.40	0	2394
chr11_region	121973369	2853884480	23.40	0	2394
chr12	120092757	1759679964	14.65	0	7779
chr12_region	120092757	1759679964	14.65	0	7779
chr13	120883175	1955692297	16.18	0	3940
chr13_region	120883175	1955692297	16.18	0	3940
chr14	125139656	1763795034	14.09	0	8311
chr14_region	125139656	1763795034	14.09	0	8311
chr15	104073951	1732869654	16.65	0	3110
chr15_region	104073951	1732869654	16.65	0	3110
chr16	98008968	2019406948	20.60	0	5309
chr16_region	98008968	2019406948	20.60	0	5309
chr17	95294699	1832747104	19.23	0	7801
chr17_region	95294699	1832747104	19.23	0	7801
chr18	90720763	1447131560	15.95	0	2068
chr18_region	90720763	1447131560	15.95	0	2068
chr19	61420004	1217367591	19.82	0	3521
chr19_region	61420004	1217367591	19.82	0	3521
chrX	169476592	2963105863	17.48	0	5471
chrX_region	169476592	2963105863	17.48	0	5471
chrY	91455967	4572311	0.05	0	879
chrY_region	91455967	4572311	0.05	0	879
chrM	16299	54058914	3316.70	0	6109
chrM_region	16299	54058914	3316.70	0	6109
GL456210.1	169725	2866563	16.89	0	199
GL456210.1_region	169725	2866563	16.89	0	199
GL456211.1	241735	4581990	18.95	0	239
GL456211.1_region	241735	4581990	18.95	0	239
GL456212.1	153618	3500450	22.79	0	238
GL456212.1_region	153618	3500450	22.79	0	238
GL456219.1	175968	2811	0.02	0	20
GL456219.1_region	175968	2811	0.02	0	20
GL456221.1	206961	3017358	14.58	0	203
GL456221.1_region	206961	3017358	14.58	0	203
GL456233.2	559103	7746227	13.85	0	1312
GL456233.2_region	559103	7746227	13.85	0	1312
GL456239.1	40056	609145	15.21	0	144
GL456239.1_region	40056	609145	15.21	0	144
GL456354.1	195993	24063	0.12	0	27
GL456354.1_region	195993	24063	0.12	0	27
GL456359.1	22974	0	0.00	0	0
GL456359.1_region	22974	0	0.00	0	0
GL456360.1	31704	89	0.00	0	2
GL456360.1_region	31704	89	0.00	0	2
GL456366.1	47073	0	0.00	0	0
GL456366.1_region	47073	0	0.00	0	0
GL456367.1	42057	1016141	24.16	0	361
GL456367.1_region	42057	1016141	24.16	0	361
GL456368.1	20208	757127	37.47	0	145
GL456368.1_region	20208	757127	37.47	0	145
GL456370.1	26764	607319	22.69	0	869
GL456370.1_region	26764	607319	22.69	0	869
GL456372.1	28664	449398	15.68	0	121
GL456372.1_region	28664	449398	15.68	0	121
GL456378.1	31602	915530	28.97	0	299
GL456378.1_region	31602	915530	28.97	0	299
GL456379.1	72385	0	0.00	0	0
GL456379.1_region	72385	0	0.00	0	0
GL456381.1	25871	1603617	61.99	0	440
GL456381.1_region	25871	1603617	61.99	0	440
GL456382.1	23158	258260	11.15	0	43
GL456382.1_region	23158	258260	11.15	0	43
GL456383.1	38659	1960932	50.72	0	1419
GL456383.1_region	38659	1960932	50.72	0	1419
GL456385.1	35240	478327	13.57	0	54
GL456385.1_region	35240	478327	13.57	0	54
GL456387.1	24685	1766334	71.55	0	468
GL456387.1_region	24685	1766334	71.55	0	468
GL456389.1	28772	1186632	41.24	0	1494
GL456389.1_region	28772	1186632	41.24	0	1494
GL456390.1	24668	3042173	123.32	0	2376
GL456390.1_region	24668	3042173	123.32	0	2376
GL456392.1	23629	2486212	105.22	0	3765
GL456392.1_region	23629	2486212	105.22	0	3765
GL456394.1	24323	969215	39.85	0	465
GL456394.1_region	24323	969215	39.85	0	465
GL456396.1	21240	2668760	125.65	0	1991
GL456396.1_region	21240	2668760	125.65	0	1991
JH584295.1	1976	59310	30.02	0	52
JH584295.1_region	1976	59310	30.02	0	52
JH584296.1	199368	11375	0.06	0	24
JH584296.1_region	199368	11375	0.06	0	24
JH584297.1	205776	111305	0.54	0	42
JH584297.1_region	205776	111305	0.54	0	42
JH584298.1	184189	464	0.00	0	2
JH584298.1_region	184189	464	0.00	0	2
JH584299.1	953012	1727312	1.81	0	68
JH584299.1_region	953012	1727312	1.81	0	68
JH584300.1	182347	0	0.00	0	0
JH584300.1_region	182347	0	0.00	0	0
JH584301.1	259875	0	0.00	0	0
JH584301.1_region	259875	0	0.00	0	0
JH584302.1	155838	0	0.00	0	0
JH584302.1_region	155838	0	0.00	0	0
JH584303.1	158099	0	0.00	0	0
JH584303.1_region	158099	0	0.00	0	0
JH584304.1	114452	44502828	388.83	0	7282
JH584304.1_region	114452	44502828	388.83	0	7282
MU069434.1	8412	182840	21.74	0	61
MU069434.1_region	8412	182840	21.74	0	61
MU069435.1	31129	24461944	785.82	0	3303
MU069435.1_region	31129	24461944	785.82	0	3303
total	2728222451	48076347453	17.62	0	43336
total_region	2728222451	48076347453	17.62	0	43336
