chrom	length	bases	mean	min	max
chr1	195154279	4268060451	21.87	0	52965
chr1_region	195154279	4268060451	21.87	0	52965
chr2	181755017	4030415348	22.17	0	42146
chr2_region	181755017	4030415348	22.17	0	42146
chr3	159745316	3391505533	21.23	0	1938
chr3_region	159745316	3391505533	21.23	0	1938
chr4	156860686	3327265750	21.21	0	2829
chr4_region	156860686	3327265750	21.21	0	2829
chr5	151758149	3359316502	22.14	0	5787
chr5_region	151758149	3359316502	22.14	0	5787
chr6	149588044	3257784648	21.78	0	22992
chr6_region	149588044	3257784648	21.78	0	22992
chr7	144995196	3054387452	21.07	0	1471
chr7_region	144995196	3054387452	21.07	0	1471
chr8	130127694	2841432029	21.84	0	1010
chr8_region	130127694	2841432029	21.84	0	1010
chr9	124359700	2818151694	22.66	0	22928
chr9_region	124359700	2818151694	22.66	0	22928
chr10	130530862	2941622986	22.54	0	812
chr10_region	130530862	2941622986	22.54	0	812
chr11	121973369	2795913125	22.92	0	3434
chr11_region	121973369	2795913125	22.92	0	3434
chr12	120092757	2588208470	21.55	0	8128
chr12_region	120092757	2588208470	21.55	0	8128
chr13	120883175	2609787632	21.59	0	3397
chr13_region	120883175	2609787632	21.59	0	3397
chr14	125139656	2567324615	20.52	0	9267
chr14_region	125139656	2567324615	20.52	0	9267
chr15	104073951	2256110822	21.68	0	4252
chr15_region	104073951	2256110822	21.68	0	4252
chr16	98008968	2118356981	21.61	0	10029
chr16_region	98008968	2118356981	21.61	0	10029
chr17	95294699	2086367732	21.89	0	8178
chr17_region	95294699	2086367732	21.89	0	8178
chr18	90720763	1973151339	21.75	0	1377
chr18_region	90720763	1973151339	21.75	0	1377
chr19	61420004	1335776703	21.75	0	4184
chr19_region	61420004	1335776703	21.75	0	4184
chrX	169476592	3147903307	18.57	0	6651
chrX_region	169476592	3147903307	18.57	0	6651
chrY	91455967	4060673	0.04	0	756
chrY_region	91455967	4060673	0.04	0	756
chrM	16299	128858335	7905.90	0	14048
chrM_region	16299	128858335	7905.90	0	14048
GL456210.1	169725	3161716	18.63	0	187
GL456210.1_region	169725	3161716	18.63	0	187
GL456211.1	241735	4875282	20.17	0	269
GL456211.1_region	241735	4875282	20.17	0	269
GL456212.1	153618	3786298	24.65	0	233
GL456212.1_region	153618	3786298	24.65	0	233
GL456219.1	175968	3862	0.02	0	26
GL456219.1_region	175968	3862	0.02	0	26
GL456221.1	206961	3306793	15.98	0	277
GL456221.1_region	206961	3306793	15.98	0	277
GL456233.2	559103	8927236	15.97	0	1638
GL456233.2_region	559103	8927236	15.97	0	1638
GL456239.1	40056	807025	20.15	0	225
GL456239.1_region	40056	807025	20.15	0	225
GL456354.1	195993	25929	0.13	0	44
GL456354.1_region	195993	25929	0.13	0	44
GL456359.1	22974	0	0.00	0	0
GL456359.1_region	22974	0	0.00	0	0
GL456360.1	31704	116	0.00	0	2
GL456360.1_region	31704	116	0.00	0	2
GL456366.1	47073	0	0.00	0	0
GL456366.1_region	47073	0	0.00	0	0
GL456367.1	42057	1246003	29.63	0	460
GL456367.1_region	42057	1246003	29.63	0	460
GL456368.1	20208	1129093	55.87	0	219
GL456368.1_region	20208	1129093	55.87	0	219
GL456370.1	26764	532130	19.88	0	725
GL456370.1_region	26764	532130	19.88	0	725
GL456372.1	28664	510689	17.82	0	120
GL456372.1_region	28664	510689	17.82	0	120
GL456378.1	31602	1282548	40.58	0	439
GL456378.1_region	31602	1282548	40.58	0	439
GL456379.1	72385	304	0.00	0	2
GL456379.1_region	72385	304	0.00	0	2
GL456381.1	25871	1905539	73.66	0	527
GL456381.1_region	25871	1905539	73.66	0	527
GL456382.1	23158	299590	12.94	0	48
GL456382.1_region	23158	299590	12.94	0	48
GL456383.1	38659	2470835	63.91	0	1919
GL456383.1_region	38659	2470835	63.91	0	1919
GL456385.1	35240	663694	18.83	0	74
GL456385.1_region	35240	663694	18.83	0	74
GL456387.1	24685	2391020	96.86	0	599
GL456387.1_region	24685	2391020	96.86	0	599
GL456389.1	28772	1303261	45.30	0	1708
GL456389.1_region	28772	1303261	45.30	0	1708
GL456390.1	24668	3615026	146.55	0	2915
GL456390.1_region	24668	3615026	146.55	0	2915
GL456392.1	23629	2987405	126.43	0	3938
GL456392.1_region	23629	2987405	126.43	0	3938
GL456394.1	24323	1084354	44.58	0	573
GL456394.1_region	24323	1084354	44.58	0	573
GL456396.1	21240	3087826	145.38	0	2377
GL456396.1_region	21240	3087826	145.38	0	2377
JH584295.1	1976	26398	13.36	0	24
JH584295.1_region	1976	26398	13.36	0	24
JH584296.1	199368	11494	0.06	0	24
JH584296.1_region	199368	11494	0.06	0	24
JH584297.1	205776	126339	0.61	0	56
JH584297.1_region	205776	126339	0.61	0	56
JH584298.1	184189	41	0.00	0	1
JH584298.1_region	184189	41	0.00	0	1
JH584299.1	953012	1804523	1.89	0	79
JH584299.1_region	953012	1804523	1.89	0	79
JH584300.1	182347	0	0.00	0	0
JH584300.1_region	182347	0	0.00	0	0
JH584301.1	259875	0	0.00	0	0
JH584301.1_region	259875	0	0.00	0	0
JH584302.1	155838	0	0.00	0	0
JH584302.1_region	155838	0	0.00	0	0
JH584303.1	158099	0	0.00	0	0
JH584303.1_region	158099	0	0.00	0	0
JH584304.1	114452	52979912	462.90	0	8035
JH584304.1_region	114452	52979912	462.90	0	8035
MU069434.1	8412	214791	25.53	0	63
MU069434.1_region	8412	214791	25.53	0	63
MU069435.1	31129	26325130	845.68	0	4063
MU069435.1_region	31129	26325130	845.68	0	4063
total	2728222451	57032654329	20.90	0	52965
total_region	2728222451	57032654329	20.90	0	52965
