chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	18.74
chr1	500000	1000000	0.0	0.0	0.0	18.74
chr1	1000000	1500000	0.0	0.0	0.0	18.74
chr1	1500000	2000000	0.0	0.0	0.0	18.74
chr1	2000000	2500000	0.0	0.0	0.0	18.74
chr1	2500000	3000000	0.0	0.0	0.0	18.74
chr1	3000000	3500000	15.67	0.836179295624333	1.672358591248666	18.74
chr1	3500000	4000000	18.6	0.9925293489861261	1.9850586979722522	18.74
chr1	4000000	4500000	18.73	0.9994663820704377	1.9989327641408754	18.74
chr1	4500000	5000000	20.11	1.0731056563500534	2.146211312700107	18.74
chr1	5000000	5500000	20.25	1.0805763073639276	2.1611526147278552	18.74
chr1	5500000	6000000	18.85	1.0058697972251869	2.0117395944503738	18.74
chr1	6000000	6500000	19.29	1.029348986125934	2.058697972251868	18.74
chr1	6500000	7000000	19.61	1.0464247598719318	2.0928495197438637	18.74
chr1	7000000	7500000	19.4	1.0352187833511206	2.070437566702241	18.74
chr1	7500000	8000000	18.37	0.9802561366061902	1.9605122732123803	18.74
chr1	8000000	8500000	18.52	0.9882604055496266	1.9765208110992531	18.74
chr1	8500000	9000000	17.95	0.9578441835645678	1.9156883671291356	18.74
chr1	9000000	9500000	18.98	1.0128068303094986	2.025613660618997	18.74
chr1	9500000	10000000	20.45	1.0912486659551761	2.1824973319103522	18.74
chr1	10000000	10500000	19.94	1.0640341515474923	2.1280683030949845	18.74
chr1	10500000	11000000	19.84	1.0586979722518677	2.1173959445037354	18.74
chr1	11000000	11500000	19.08	1.0181430096051227	2.0362860192102454	18.74
chr1	11500000	12000000	18.77	1.0016008537886874	2.0032017075773747	18.74
chr1	12000000	12500000	18.72	0.9989327641408752	1.9978655282817503	18.74
chr1	12500000	13000000	20.43	1.0901814300960513	2.1803628601921026	18.74
chr1	13000000	13500000	22.1	1.1792956243329777	2.3585912486659555	18.74
chr1	13500000	14000000	20.98	1.1195304162219852	2.2390608324439705	18.74
chr1	14000000	14500000	19.78	1.0554962646744932	2.1109925293489864	18.74
chr1	14500000	15000000	19.47	1.0389541088580576	2.0779082177161152	18.74
chr1	15000000	15500000	19.8	1.056563500533618	2.113127001067236	18.74
chr1	15500000	16000000	19.85	1.0592315901814302	2.1184631803628604	18.74
chr1	16000000	16500000	21.04	1.1227321237993597	2.2454642475987194	18.74
chr1	16500000	17000000	20.68	1.1035218783351122	2.2070437566702243	18.74
chr1	17000000	17500000	19.21	1.0250800426894344	2.050160085378869	18.74
chr1	17500000	18000000	18.92	1.0096051227321239	2.0192102454642478	18.74
chr1	18000000	18500000	18.62	0.9935965848452509	1.9871931696905019	18.74
chr1	18500000	19000000	18.29	0.9759871931696905	1.951974386339381	18.74
chr1	19000000	19500000	18.61	0.9930629669156884	1.9861259338313768	18.74
chr1	19500000	20000000	18.21	0.9717182497331912	1.9434364994663824	18.74
chr1	20000000	20500000	19.01	1.014407684098186	2.028815368196372	18.74
chr1	20500000	21000000	21.19	1.1307363927427962	2.2614727854855925	18.74
chr1	21000000	21500000	21.92	1.169690501600854	2.339381003201708	18.74
chr1	21500000	22000000	18.73	0.9994663820704377	1.9989327641408754	18.74
chr1	22000000	22500000	19.23	1.0261472785485592	2.0522945570971185	18.74
chr1	22500000	23000000	18.77	1.0016008537886874	2.0032017075773747	18.74
chr1	23000000	23500000	19.4	1.0352187833511206	2.070437566702241	18.74
chr1	23500000	24000000	20.67	1.1029882604055499	2.2059765208110997	18.74
chr1	24000000	24500000	20.0	1.0672358591248667	2.1344717182497335	18.74
chr1	24500000	25000000	41.94	2.2379935965848454	4.475987193169691	18.74
chr1	25000000	25500000	18.43	0.9834578441835646	1.9669156883671293	18.74
chr1	25500000	26000000	17.6	0.9391675560298828	1.8783351120597656	18.74
chr1	26000000	26500000	17.4	0.928495197438634	1.856990394877268	18.74
chr1	26500000	27000000	17.81	0.9503735325506937	1.9007470651013874	18.74
chr1	27000000	27500000	17.23	0.9194236926360727	1.8388473852721454	18.74
chr1	27500000	28000000	16.34	0.871931696905016	1.743863393810032	18.74
chr1	28000000	28500000	17.19	0.917289220917823	1.834578441835646	18.74
chr1	28500000	29000000	16.48	0.8794023479188902	1.7588046958377803	18.74
chr1	29000000	29500000	16.61	0.8863393810032018	1.7726787620064035	18.74
chr1	29500000	30000000	17.83	0.9514407684098185	1.902881536819637	18.74
chr1	30000000	30500000	18.08	0.9647812166488794	1.9295624332977588	18.74
chr1	30500000	31000000	19.86	1.0597652081109925	2.119530416221985	18.74
chr1	31000000	31500000	19.5	1.040554962646745	2.08110992529349	18.74
chr1	31500000	32000000	17.97	0.9589114194236926	1.9178228388473852	18.74
chr1	32000000	32500000	17.88	0.9541088580576308	1.9082177161152616	18.74
chr1	32500000	33000000	18.69	0.9973319103521879	1.9946638207043759	18.74
chr1	33000000	33500000	19.77	1.0549626467449307	2.1099252934898614	18.74
chr1	33500000	34000000	22.26	1.1878335112059768	2.3756670224119536	18.74
chr1	34000000	34500000	22.44	1.1974386339381005	2.394877267876201	18.74
chr1	34500000	35000000	24.4	1.3020277481323372	2.6040554962646745	18.74
chr1	35000000	35500000	22.16	1.1824973319103522	2.3649946638207044	18.74
chr1	35500000	36000000	23.1	1.232657417289221	2.465314834578442	18.74
chr1	36000000	36500000	25.39	1.3548559231590183	2.7097118463180365	18.74
chr1	36500000	37000000	25.3	1.3500533617929564	2.700106723585913	18.74
chr1	37000000	37500000	24.08	1.2849519743863393	2.5699039487726787	18.74
chr1	37500000	38000000	22.7	1.2113127001067236	2.4226254002134473	18.74
chr1	38000000	38500000	22.02	1.1750266808964782	2.3500533617929564	18.74
chr1	38500000	39000000	22.58	1.2049092849519745	2.409818569903949	18.74
chr1	39000000	39500000	24.26	1.2945570971184635	2.589114194236927	18.74
chr1	39500000	40000000	23.41	1.2491995731056564	2.498399146211313	18.74
chr1	40000000	40500000	22.51	1.2011739594450375	2.402347918890075	18.74
chr1	40500000	41000000	21.51	1.1478121664887941	2.2956243329775883	18.74
chr1	41000000	41500000	19.45	1.0378868729989328	2.0757737459978656	18.74
chr1	41500000	42000000	17.83	0.9514407684098185	1.902881536819637	18.74
chr1	42000000	42500000	19.53	1.0421558164354323	2.0843116328708646	18.74
chr1	42500000	43000000	21.2	1.1312700106723586	2.262540021344717	18.74
chr1	43000000	43500000	22.24	1.1867662753468518	2.3735325506937035	18.74
chr1	43500000	44000000	21.65	1.1552828175026681	2.3105656350053363	18.74
chr1	44000000	44500000	19.69	1.0506937033084314	2.1013874066168627	18.74
chr1	44500000	45000000	18.67	0.9962646744930631	1.9925293489861262	18.74
chr1	45000000	45500000	18.1	0.9658484525080044	1.9316969050160089	18.74
chr1	45500000	46000000	19.15	1.0218783351120597	2.0437566702241194	18.74
chr1	46000000	46500000	19.82	1.0576307363927429	2.1152614727854857	18.74
chr1	46500000	47000000	19.2	1.024546424759872	2.049092849519744	18.74
chr1	47000000	47500000	18.25	0.9738527214514409	1.9477054429028817	18.74
chr1	47500000	48000000	17.96	0.9583778014941303	1.9167556029882606	18.74
chr1	48000000	48500000	17.46	0.9316969050160087	1.8633938100320173	18.74
chr1	48500000	49000000	17.32	0.9242262540021345	1.848452508004269	18.74
chr1	49000000	49500000	16.26	0.8676627534685167	1.7353255069370335	18.74
chr1	49500000	50000000	16.78	0.8954108858057632	1.7908217716115264	18.74
chr1	50000000	50500000	17.15	0.9151547491995731	1.8303094983991461	18.74
chr1	50500000	51000000	17.62	0.9402347918890076	1.8804695837780152	18.74
chr1	51000000	51500000	19.7	1.0512273212379937	2.1024546424759873	18.74
chr1	51500000	52000000	21.43	1.1435432230522946	2.287086446104589	18.74
chr1	52000000	52500000	21.15	1.1286019210245464	2.2572038420490927	18.74
chr1	52500000	53000000	20.99	1.1200640341515475	2.240128068303095	18.74
chr1	53000000	53500000	19.75	1.0538954108858059	2.1077908217716117	18.74
chr1	53500000	54000000	19.91	1.0624332977588047	2.1248665955176094	18.74
chr1	54000000	54500000	20.85	1.1125933831376735	2.225186766275347	18.74
chr1	54500000	55000000	21.55	1.1499466382070438	2.2998932764140876	18.74
chr1	55000000	55500000	20.64	1.1013874066168625	2.202774813233725	18.74
chr1	55500000	56000000	20.46	1.0917822838847386	2.1835645677694773	18.74
chr1	56000000	56500000	18.76	1.001067235859125	2.00213447171825	18.74
chr1	56500000	57000000	19.2	1.024546424759872	2.049092849519744	18.74
chr1	57000000	57500000	22.03	1.1755602988260407	2.3511205976520815	18.74
chr1	57500000	58000000	21.39	1.141408751334045	2.28281750266809	18.74
