chrom	length	bases	mean	min	max
chr1	195154279	4363716158	22.36	0	9116382
chr1_region	195154279	4363716158	22.36	0	9116382
chr2	181755017	3430480422	18.87	0	83128
chr2_region	181755017	3430480422	18.87	0	83128
chr3	159745316	2716840289	17.01	0	24858
chr3_region	159745316	2716840289	17.01	0	24858
chr4	156860686	2660310713	16.96	0	10591
chr4_region	156860686	2660310713	16.96	0	10591
chr5	151758149	3528465179	23.25	0	101244
chr5_region	151758149	3528465179	23.25	0	101244
chr6	149588044	2693050761	18.00	0	39816
chr6_region	149588044	2693050761	18.00	0	39816
chr7	144995196	3172249377	21.88	0	3198920
chr7_region	144995196	3172249377	21.88	0	3198920
chr8	130127694	2907061382	22.34	0	58982
chr8_region	130127694	2907061382	22.34	0	58982
chr9	124359700	2806415708	22.57	0	59089
chr9_region	124359700	2806415708	22.57	0	59089
chr10	130530862	2734679035	20.95	0	101808
chr10_region	130530862	2734679035	20.95	0	101808
chr11	121973369	2940928482	24.11	0	72198
chr11_region	121973369	2940928482	24.11	0	72198
chr12	120092757	1909137011	15.90	0	39541
chr12_region	120092757	1909137011	15.90	0	39541
chr13	120883175	2092253581	17.31	0	34154
chr13_region	120883175	2092253581	17.31	0	34154
chr14	125139656	1980546090	15.83	0	89055
chr14_region	125139656	1980546090	15.83	0	89055
chr15	104073951	1817861652	17.47	0	65238
chr15_region	104073951	1817861652	17.47	0	65238
chr16	98008968	2107841759	21.51	0	99654
chr16_region	98008968	2107841759	21.51	0	99654
chr17	95294699	1950958834	20.47	0	77746
chr17_region	95294699	1950958834	20.47	0	77746
chr18	90720763	1514749312	16.70	0	30244
chr18_region	90720763	1514749312	16.70	0	30244
chr19	61420004	1260458110	20.52	0	6627
chr19_region	61420004	1260458110	20.52	0	6627
chrX	169476592	3504652331	20.68	0	98268
chrX_region	169476592	3504652331	20.68	0	98268
chrY	91455967	41688005	0.46	0	1141
chrY_region	91455967	41688005	0.46	0	1141
chrM	16299	66185360	4060.70	1689	6113
chrM_region	16299	66185360	4060.70	1689	6113
GL456210.1	169725	8157084	48.06	0	926
GL456210.1_region	169725	8157084	48.06	0	926
GL456211.1	241735	12450350	51.50	0	284
GL456211.1_region	241735	12450350	51.50	0	284
GL456212.1	153618	10375726	67.54	0	250
GL456212.1_region	153618	10375726	67.54	0	250
GL456219.1	175968	1472676	8.37	0	81
GL456219.1_region	175968	1472676	8.37	0	81
GL456221.1	206961	11297867	54.59	0	276
GL456221.1_region	206961	11297867	54.59	0	276
GL456233.2	559103	9697819	17.35	0	2412
GL456233.2_region	559103	9697819	17.35	0	2412
GL456239.1	40056	815818	20.37	0	624
GL456239.1_region	40056	815818	20.37	0	624
GL456354.1	195993	2079429	10.61	0	114
GL456354.1_region	195993	2079429	10.61	0	114
GL456359.1	22974	199870	8.70	0	36
GL456359.1_region	22974	199870	8.70	0	36
GL456360.1	31704	266654	8.41	0	26
GL456360.1_region	31704	266654	8.41	0	26
GL456366.1	47073	362951	7.71	0	38
GL456366.1_region	47073	362951	7.71	0	38
GL456367.1	42057	1205420	28.66	0	433
GL456367.1_region	42057	1205420	28.66	0	433
GL456368.1	20208	897830	44.43	0	166
GL456368.1_region	20208	897830	44.43	0	166
GL456370.1	26764	1196307	44.70	0	4094
GL456370.1_region	26764	1196307	44.70	0	4094
GL456372.1	28664	953993	33.28	0	187
GL456372.1_region	28664	953993	33.28	0	187
GL456378.1	31602	1189752	37.65	0	299
GL456378.1_region	31602	1189752	37.65	0	299
GL456379.1	72385	630245	8.71	0	38
GL456379.1_region	72385	630245	8.71	0	38
GL456381.1	25871	2214055	85.58	0	814
GL456381.1_region	25871	2214055	85.58	0	814
GL456382.1	23158	332097	14.34	0	49
GL456382.1_region	23158	332097	14.34	0	49
GL456383.1	38659	3583421	92.69	0	2327
GL456383.1_region	38659	3583421	92.69	0	2327
GL456385.1	35240	573170	16.26	0	54
GL456385.1_region	35240	573170	16.26	0	54
GL456387.1	24685	2701486	109.44	0	662
GL456387.1_region	24685	2701486	109.44	0	662
GL456389.1	28772	2146390	74.60	0	4558
GL456389.1_region	28772	2146390	74.60	0	4558
GL456390.1	24668	4978743	201.83	0	3984
GL456390.1_region	24668	4978743	201.83	0	3984
GL456392.1	23629	4519801	191.28	0	8214
GL456392.1_region	23629	4519801	191.28	0	8214
GL456394.1	24323	1238127	50.90	0	650
GL456394.1_region	24323	1238127	50.90	0	650
GL456396.1	21240	4212800	198.34	0	2592
GL456396.1_region	21240	4212800	198.34	0	2592
JH584295.1	1976	59461	30.09	0	52
JH584295.1_region	1976	59461	30.09	0	52
JH584296.1	199368	1816801	9.11	0	57
JH584296.1_region	199368	1816801	9.11	0	57
JH584297.1	205776	2138205	10.39	0	62
JH584297.1_region	205776	2138205	10.39	0	62
JH584298.1	184189	1994943	10.83	0	70
JH584298.1_region	184189	1994943	10.83	0	70
JH584299.1	953012	11421195	11.98	0	183
JH584299.1_region	953012	11421195	11.98	0	183
JH584300.1	182347	5129	0.03	0	45
JH584300.1_region	182347	5129	0.03	0	45
JH584301.1	259875	23528	0.09	0	21
JH584301.1_region	259875	23528	0.09	0	21
JH584302.1	155838	9408	0.06	0	12
JH584302.1_region	155838	9408	0.06	0	12
