chrom	length	bases	mean	min	max
chr1	195154279	5013638732	25.69	0	12257310
chr1_region	195154279	5013638732	25.69	0	12257310
chr2	181755017	4057144671	22.32	0	92241
chr2_region	181755017	4057144671	22.32	0	92241
chr3	159745316	3422841852	21.43	0	37601
chr3_region	159745316	3422841852	21.43	0	37601
chr4	156860686	3396287621	21.65	0	8709
chr4_region	156860686	3396287621	21.65	0	8709
chr5	151758149	3322770893	21.90	0	147157
chr5_region	151758149	3322770893	21.90	0	147157
chr6	149588044	3259284528	21.79	0	66101
chr6_region	149588044	3259284528	21.79	0	66101
chr7	144995196	3312730246	22.85	0	3696661
chr7_region	144995196	3312730246	22.85	0	3696661
chr8	130127694	2919012793	22.43	0	91035
chr8_region	130127694	2919012793	22.43	0	91035
chr9	124359700	2883221102	23.18	0	57267
chr9_region	124359700	2883221102	23.18	0	57267
chr10	130530862	2796192628	21.42	0	171682
chr10_region	130530862	2796192628	21.42	0	171682
chr11	121973369	2697289224	22.11	0	106165
chr11_region	121973369	2697289224	22.11	0	106165
chr12	120092757	2636556944	21.95	0	42297
chr12_region	120092757	2636556944	21.95	0	42297
chr13	120883175	2632020758	21.77	0	49544
chr13_region	120883175	2632020758	21.77	0	49544
chr14	125139656	2708375844	21.64	0	146278
chr14_region	125139656	2708375844	21.64	0	146278
chr15	104073951	2251693289	21.64	0	31874
chr15_region	104073951	2251693289	21.64	0	31874
chr16	98008968	2087200460	21.30	0	133846
chr16_region	98008968	2087200460	21.30	0	133846
chr17	95294699	2095631006	21.99	0	116343
chr17_region	95294699	2095631006	21.99	0	116343
chr18	90720763	1939064021	21.37	0	49167
chr18_region	90720763	1939064021	21.37	0	49167
chr19	61420004	1299736432	21.16	0	5453
chr19_region	61420004	1299736432	21.16	0	5453
chrX	169476592	3513533525	20.73	0	146547
chrX_region	169476592	3513533525	20.73	0	146547
chrY	91455967	40317463	0.44	0	723
chrY_region	91455967	40317463	0.44	0	723
chrM	16299	105689130	6484.39	11	9672
chrM_region	16299	105689130	6484.39	11	9672
GL456210.1	169725	8498658	50.07	0	588
GL456210.1_region	169725	8498658	50.07	0	588
GL456211.1	241735	12995696	53.76	0	287
GL456211.1_region	241735	12995696	53.76	0	287
GL456212.1	153618	10912535	71.04	0	325
GL456212.1_region	153618	10912535	71.04	0	325
GL456219.1	175968	1998373	11.36	0	83
GL456219.1_region	175968	1998373	11.36	0	83
GL456221.1	206961	11888996	57.45	0	297
GL456221.1_region	206961	11888996	57.45	0	297
GL456233.2	559103	9445167	16.89	0	1821
GL456233.2_region	559103	9445167	16.89	0	1821
GL456239.1	40056	1476237	36.85	0	575
GL456239.1_region	40056	1476237	36.85	0	575
GL456354.1	195993	3080032	15.72	0	128
GL456354.1_region	195993	3080032	15.72	0	128
GL456359.1	22974	201242	8.76	0	38
GL456359.1_region	22974	201242	8.76	0	38
GL456360.1	31704	261152	8.24	0	28
GL456360.1_region	31704	261152	8.24	0	28
GL456366.1	47073	351183	7.46	0	52
GL456366.1_region	47073	351183	7.46	0	52
GL456367.1	42057	1146206	27.25	0	364
GL456367.1_region	42057	1146206	27.25	0	364
GL456368.1	20208	472036	23.36	0	79
GL456368.1_region	20208	472036	23.36	0	79
GL456370.1	26764	847993	31.68	0	3680
GL456370.1_region	26764	847993	31.68	0	3680
GL456372.1	28664	1011401	35.28	0	195
GL456372.1_region	28664	1011401	35.28	0	195
GL456378.1	31602	636713	20.15	0	176
GL456378.1_region	31602	636713	20.15	0	176
GL456379.1	72385	641567	8.86	0	36
GL456379.1_region	72385	641567	8.86	0	36
GL456381.1	25871	1631775	63.07	0	625
GL456381.1_region	25871	1631775	63.07	0	625
GL456382.1	23158	349118	15.08	0	46
GL456382.1_region	23158	349118	15.08	0	46
GL456383.1	38659	2594993	67.13	0	2095
GL456383.1_region	38659	2594993	67.13	0	2095
GL456385.1	35240	601573	17.07	0	57
GL456385.1_region	35240	601573	17.07	0	57
GL456387.1	24685	2182212	88.40	0	603
GL456387.1_region	24685	2182212	88.40	0	603
GL456389.1	28772	1499960	52.13	0	2802
GL456389.1_region	28772	1499960	52.13	0	2802
GL456390.1	24668	3465312	140.48	0	3399
GL456390.1_region	24668	3465312	140.48	0	3399
GL456392.1	23629	3279152	138.78	0	6073
GL456392.1_region	23629	3279152	138.78	0	6073
GL456394.1	24323	919151	37.79	0	578
GL456394.1_region	24323	919151	37.79	0	578
GL456396.1	21240	2992215	140.88	0	2056
GL456396.1_region	21240	2992215	140.88	0	2056
JH584295.1	1976	26575	13.45	0	27
JH584295.1_region	1976	26575	13.45	0	27
JH584296.1	199368	2807996	14.08	0	65
JH584296.1_region	199368	2807996	14.08	0	65
JH584297.1	205776	3163981	15.38	0	62
JH584297.1_region	205776	3163981	15.38	0	62
JH584298.1	184189	2995498	16.26	0	66
JH584298.1_region	184189	2995498	16.26	0	66
JH584299.1	953012	17051016	17.89	0	174
JH584299.1_region	953012	17051016	17.89	0	174
JH584300.1	182347	8662	0.05	0	107
JH584300.1_region	182347	8662	0.05	0	107
JH584301.1	259875	27611	0.11	0	21
JH584301.1_region	259875	27611	0.11	0	21
JH584302.1	155838	7038	0.05	0	12
JH584302.1_region	155838	7038	0.05	0	12
JH584303.1	158099	67234	0.43	0	37
JH584303.1_region	158099	67234	0.43	0	37
JH584304.1	114452	106878628	933.83	0	18122
JH584304.1_region	114452	106878628	933.83	0	18122
MU069434.1	8412	269431	32.03	1	72
MU069434.1_region	8412	269431	32.03	1	72
MU069435.1	31129	29659567	952.80	0	2938
MU069435.1_region	31129	29659567	952.80	0	2938
total	2728222451	58638577047	21.49	0	12257310
total_region	2728222451	58638577047	21.49	0	12257310
