chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	20.01
chr1	500000	1000000	0.0	0.0	0.0	20.01
chr1	1000000	1500000	0.0	0.0	0.0	20.01
chr1	1500000	2000000	0.0	0.0	0.0	20.01
chr1	2000000	2500000	0.0	0.0	0.0	20.01
chr1	2500000	3000000	0.0	0.0	0.0	20.01
chr1	3000000	3500000	15.58	0.7786106946526736	1.5572213893053473	20.01
chr1	3500000	4000000	18.3	0.9145427286356821	1.8290854572713642	20.01
chr1	4000000	4500000	18.78	0.9385307346326837	1.8770614692653673	20.01
chr1	4500000	5000000	19.64	0.9815092453773113	1.9630184907546226	20.01
chr1	5000000	5500000	19.72	0.9855072463768114	1.9710144927536228	20.01
chr1	5500000	6000000	18.64	0.9315342328835582	1.8630684657671164	20.01
chr1	6000000	6500000	19.54	0.976511744127936	1.953023488255872	20.01
chr1	6500000	7000000	19.56	0.977511244377811	1.955022488755622	20.01
chr1	7000000	7500000	19.1	0.9545227386306847	1.9090454772613694	20.01
chr1	7500000	8000000	18.49	0.9240379810094951	1.8480759620189902	20.01
chr1	8000000	8500000	18.45	0.922038980509745	1.84407796101949	20.01
chr1	8500000	9000000	18.17	0.9080459770114943	1.8160919540229885	20.01
chr1	9000000	9500000	19.26	0.9625187406296851	1.9250374812593702	20.01
chr1	9500000	10000000	20.44	1.0214892553723138	2.0429785107446277	20.01
chr1	10000000	10500000	20.14	1.0064967516241878	2.0129935032483757	20.01
chr1	10500000	11000000	19.7	0.9845077461269364	1.9690154922538727	20.01
chr1	11000000	11500000	18.92	0.9455272363818091	1.8910544727636183	20.01
chr1	11500000	12000000	18.76	0.9375312343828086	1.8750624687656172	20.01
chr1	12000000	12500000	18.25	0.9120439780109945	1.824087956021989	20.01
chr1	12500000	13000000	19.26	0.9625187406296851	1.9250374812593702	20.01
chr1	13000000	13500000	20.7	1.0344827586206895	2.068965517241379	20.01
chr1	13500000	14000000	20.42	1.0204897551224388	2.0409795102448776	20.01
chr1	14000000	14500000	19.39	0.9690154922538731	1.9380309845077461	20.01
chr1	14500000	15000000	19.4	0.9695152423788105	1.939030484757621	20.01
chr1	15000000	15500000	19.45	0.9720139930034981	1.9440279860069962	20.01
chr1	15500000	16000000	20.01	1.0	2.0	20.01
chr1	16000000	16500000	20.96	1.0474762618690654	2.094952523738131	20.01
chr1	16500000	17000000	20.46	1.0224887556221889	2.0449775112443778	20.01
chr1	17000000	17500000	19.29	0.9640179910044976	1.9280359820089952	20.01
chr1	17500000	18000000	18.93	0.9460269865067465	1.892053973013493	20.01
chr1	18000000	18500000	18.18	0.9085457271364317	1.8170914542728633	20.01
chr1	18500000	19000000	18.38	0.9185407296351823	1.8370814592703646	20.01
chr1	19000000	19500000	18.87	0.9430284857571214	1.8860569715142428	20.01
chr1	19500000	20000000	18.98	0.9485257371314342	1.8970514742628684	20.01
chr1	20000000	20500000	19.76	0.9875062468765617	1.9750124937531235	20.01
chr1	20500000	21000000	21.37	1.0679660169915042	2.1359320339830083	20.01
chr1	21000000	21500000	21.36	1.0674662668665666	2.1349325337331333	20.01
chr1	21500000	22000000	18.69	0.9340329835082458	1.8680659670164916	20.01
chr1	22000000	22500000	19.15	0.9570214892553721	1.9140429785107442	20.01
chr1	22500000	23000000	18.71	0.9350324837581209	1.8700649675162417	20.01
chr1	23000000	23500000	19.65	0.9820089955022487	1.9640179910044975	20.01
chr1	23500000	24000000	20.2	1.009495252373813	2.018990504747626	20.01
chr1	24000000	24500000	19.64	0.9815092453773113	1.9630184907546226	20.01
chr1	24500000	25000000	54.17	2.7071464267866068	5.4142928535732135	20.01
chr1	25000000	25500000	18.11	0.905047476261869	1.810094952523738	20.01
chr1	25500000	26000000	17.38	0.8685657171414292	1.7371314342828583	20.01
chr1	26000000	26500000	17.21	0.8600699650174912	1.7201399300349824	20.01
chr1	26500000	27000000	17.66	0.8825587206396801	1.7651174412793602	20.01
chr1	27000000	27500000	17.02	0.8505747126436781	1.7011494252873562	20.01
chr1	27500000	28000000	16.42	0.8205897051474264	1.6411794102948527	20.01
chr1	28000000	28500000	17.23	0.8610694652673663	1.7221389305347325	20.01
chr1	28500000	29000000	16.64	0.8315842078960519	1.6631684157921038	20.01
chr1	29000000	29500000	16.61	0.8300849575212393	1.6601699150424787	20.01
chr1	29500000	30000000	17.89	0.8940529735132433	1.7881059470264866	20.01
chr1	30000000	30500000	18.39	0.9190404797601199	1.8380809595202399	20.01
chr1	30500000	31000000	20.01	1.0	2.0	20.01
chr1	31000000	31500000	19.75	0.9870064967516241	1.9740129935032482	20.01
chr1	31500000	32000000	17.95	0.8970514742628685	1.794102948525737	20.01
chr1	32000000	32500000	18.07	0.9030484757621189	1.8060969515242378	20.01
chr1	32500000	33000000	18.36	0.9175412293853072	1.8350824587706145	20.01
chr1	33000000	33500000	19.79	0.9890054972513742	1.9780109945027484	20.01
chr1	33500000	34000000	21.06	1.0524737631184407	2.1049475262368813	20.01
chr1	34000000	34500000	20.96	1.0474762618690654	2.094952523738131	20.01
chr1	34500000	35000000	22.63	1.130934532733633	2.261869065467266	20.01
chr1	35000000	35500000	21.46	1.072463768115942	2.144927536231884	20.01
chr1	35500000	36000000	21.96	1.0974512743628186	2.1949025487256373	20.01
chr1	36000000	36500000	23.21	1.15992003998001	2.31984007996002	20.01
chr1	36500000	37000000	23.21	1.15992003998001	2.31984007996002	20.01
chr1	37000000	37500000	22.29	1.113943028485757	2.227886056971514	20.01
chr1	37500000	38000000	21.95	1.096951524237881	2.193903048475762	20.01
chr1	38000000	38500000	20.92	1.0454772613693153	2.0909545227386306	20.01
chr1	38500000	39000000	21.14	1.056471764117941	2.112943528235882	20.01
chr1	39000000	39500000	22.08	1.1034482758620687	2.2068965517241375	20.01
chr1	39500000	40000000	22.17	1.1079460269865067	2.2158920539730134	20.01
chr1	40000000	40500000	21.97	1.097951024487756	2.195902048975512	20.01
chr1	40500000	41000000	21.21	1.0599700149925038	2.1199400299850075	20.01
chr1	41000000	41500000	18.96	0.9475262368815592	1.8950524737631185	20.01
chr1	41500000	42000000	18.24	0.9115442278860568	1.8230884557721136	20.01
chr1	42000000	42500000	19.23	0.9610194902548725	1.922038980509745	20.01
chr1	42500000	43000000	20.32	1.0154922538730633	2.0309845077461266	20.01
chr1	43000000	43500000	21.87	1.0929535232383807	2.1859070464767614	20.01
chr1	43500000	44000000	21.46	1.072463768115942	2.144927536231884	20.01
chr1	44000000	44500000	19.95	0.9970014992503747	1.9940029985007495	20.01
chr1	44500000	45000000	18.57	0.9280359820089954	1.8560719640179908	20.01
chr1	45000000	45500000	18.1	0.9045477261369316	1.8090954522738631	20.01
chr1	45500000	46000000	18.93	0.9460269865067465	1.892053973013493	20.01
chr1	46000000	46500000	19.78	0.9885057471264368	1.9770114942528736	20.01
chr1	46500000	47000000	19.21	0.9600199900049975	1.920039980009995	20.01
chr1	47000000	47500000	18.32	0.9155422288855571	1.8310844577711143	20.01
chr1	47500000	48000000	17.61	0.8800599700149924	1.7601199400299847	20.01
chr1	48000000	48500000	17.22	0.8605697151424286	1.7211394302848573	20.01
chr1	48500000	49000000	17.13	0.8560719640179909	1.7121439280359818	20.01
chr1	49000000	49500000	16.37	0.8180909545227386	1.6361819090454772	20.01
chr1	49500000	50000000	16.31	0.8150924537731133	1.6301849075462267	20.01
chr1	50000000	50500000	16.96	0.847576211894053	1.695152423788106	20.01
chr1	50500000	51000000	17.73	0.8860569715142428	1.7721139430284856	20.01
chr1	51000000	51500000	19.27	0.9630184907546226	1.9260369815092453	20.01
chr1	51500000	52000000	20.8	1.039480259870065	2.07896051974013	20.01
chr1	52000000	52500000	21.17	1.0579710144927537	2.1159420289855073	20.01
chr1	52500000	53000000	20.62	1.0304847576211893	2.0609695152423786	20.01
chr1	53000000	53500000	19.43	0.9710144927536231	1.9420289855072461	20.01
chr1	53500000	54000000	19.8	0.9895052473763118	1.9790104947526237	20.01
chr1	54000000	54500000	20.61	1.0299850074962518	2.0599700149925035	20.01
chr1	54500000	55000000	21.4	1.0694652673663168	2.1389305347326335	20.01
chr1	55000000	55500000	20.35	1.016991504247876	2.033983008495752	20.01
chr1	55500000	56000000	19.92	0.9955022488755623	1.9910044977511245	20.01
chr1	56000000	56500000	18.39	0.9190404797601199	1.8380809595202399	20.01
chr1	56500000	57000000	18.78	0.9385307346326837	1.8770614692653673	20.01
chr1	57000000	57500000	20.85	1.0419790104947526	2.0839580209895052	20.01
chr1	57500000	58000000	20.41	1.0199900049975013	2.0399800099950025	20.01
chr1	58000000	58500000	21.31	1.064967516241879	2.129935032483758	20.01
chr1	58500000	59000000	21.19	1.0589705147426287	2.1179410294852574	20.01
chr1	59000000	59500000	21.15	1.0569715142428784	2.1139430284857568	20.01
chr1	59500000	60000000	20.61	1.0299850074962518	2.0599700149925035	20.01
chr1	60000000	60500000	19.67	0.9830084957521239	1.9660169915042478	20.01
chr1	60500000	61000000	20.28	1.0134932533733134	2.026986506746627	20.01
chr1	61000000	61500000	19.79	0.9890054972513742	1.9780109945027484	20.01
chr1	61500000	62000000	19.37	0.968015992003998	1.936031984007996	20.01
chr1	62000000	62500000	18.73	0.9360319840079959	1.8720639680159918	20.01
chr1	62500000	63000000	20.95	1.0469765117441279	2.0939530234882557	20.01
chr1	63000000	63500000	20.21	1.0099950024987505	2.019990004997501	20.01
chr1	63500000	64000000	20.57	1.0279860069965017	2.0559720139930033	20.01
chr1	64000000	64500000	20.86	1.0424787606196901	2.0849575212393803	20.01
chr1	64500000	65000000	20.81	1.0399800099950023	2.0799600199900046	20.01
chr1	65000000	65500000	20.44	1.0214892553723138	2.0429785107446277	20.01
chr1	65500000	66000000	18.22	0.9105447276361818	1.8210894552723635	20.01
chr1	66000000	66500000	18.46	0.9225387306346826	1.8450774612693652	20.01
chr1	66500000	67000000	18.91	0.9450274862568715	1.890054972513743	20.01
chr1	67000000	67500000	18.49	0.9240379810094951	1.8480759620189902	20.01
chr1	67500000	68000000	17.31	0.8650674662668665	1.730134932533733	20.01
chr1	68000000	68500000	16.85	0.8420789605197402	1.6841579210394804	20.01
chr1	68500000	69000000	16.63	0.8310844577711143	1.6621689155422286	20.01
chr1	69000000	69500000	19.09	0.9540229885057471	1.9080459770114941	20.01
chr1	69500000	70000000	19.24	0.96151924037981	1.92303848075962	20.01
chr1	70000000	70500000	18.77	0.938030984507746	1.876061969015492	20.01
chr1	70500000	71000000	18.97	0.9480259870064967	1.8960519740129933	20.01
chr1	71000000	71500000	19.7	0.9845077461269364	1.9690154922538727	20.01
chr1	71500000	72000000	19.96	0.9975012493753123	1.9950024987506245	20.01
chr1	72000000	72500000	21.76	1.087456271864068	2.174912543728136	20.01
chr1	72500000	73000000	21.19	1.0589705147426287	2.1179410294852574	20.01
chr1	73000000	73500000	20.75	1.0369815092453771	2.0739630184907543	20.01
chr1	73500000	74000000	21.76	1.087456271864068	2.174912543728136	20.01
chr1	74000000	74500000	23.44	1.1714142928535731	2.3428285857071462	20.01
chr1	74500000	75000000	22.21	1.1099450274862568	2.2198900549725136	20.01
chr1	75000000	75500000	23.52	1.1754122938530733	2.3508245877061467	20.01
chr1	75500000	76000000	20.97	1.047976011994003	2.095952023988006	20.01
chr1	76000000	76500000	19.66	0.9825087456271864	1.9650174912543728	20.01
chr1	76500000	77000000	19.31	0.9650174912543726	1.9300349825087453	20.01
chr1	77000000	77500000	19.72	0.9855072463768114	1.9710144927536228	20.01
chr1	77500000	78000000	19.82	0.9905047476261869	1.9810094952523738	20.01
chr1	78000000	78500000	20.31	1.0149925037481258	2.0299850074962515	20.01
chr1	78500000	79000000	794.44	39.70214892553723	79.40429785107446	20.01
chr1	79000000	79500000	19.62	0.9805097451274363	1.9610194902548725	20.01
chr1	79500000	80000000	20.86	1.0424787606196901	2.0849575212393803	20.01
chr1	80000000	80500000	19.65	0.9820089955022487	1.9640179910044975	20.01
chr1	80500000	81000000	19.15	0.9570214892553721	1.9140429785107442	20.01
chr1	81000000	81500000	18.76	0.9375312343828086	1.8750624687656172	20.01
chr1	81500000	82000000	18.9	0.9445277361319339	1.8890554722638677	20.01
chr1	82000000	82500000	20.47	1.0229885057471264	2.045977011494253	20.01
chr1	82500000	83000000	21.04	1.0514742628685656	2.102948525737131	20.01
chr1	83000000	83500000	20.21	1.0099950024987505	2.019990004997501	20.01
chr1	83500000	84000000	19.42	0.9705147426286856	1.9410294852573713	20.01
chr1	84000000	84500000	19.96	0.9975012493753123	1.9950024987506245	20.01
chr1	84500000	85000000	23.46	1.1724137931034482	2.3448275862068964	20.01
chr1	85000000	85500000	43.71	2.184407796101949	4.368815592203898	20.01
chr1	85500000	86000000	27.69	1.383808095952024	2.767616191904048	20.01
chr1	86000000	86500000	22.51	1.1249375312343828	2.2498750624687656	20.01
chr1	86500000	87000000	21.27	1.062968515742129	2.125937031484258	20.01
chr1	87000000	87500000	22.84	1.1414292853573211	2.2828585707146423	20.01
chr1	87500000	88000000	22.75	1.1369315342328834	2.273863068465767	20.01
chr1	88000000	88500000	27.32	1.3653173413293351	2.7306346826586703	20.01
chr1	88500000	89000000	22.17	1.1079460269865067	2.2158920539730134	20.01
chr1	89000000	89500000	23.21	1.15992003998001	2.31984007996002	20.01
chr1	89500000	90000000	23.03	1.1509245377311343	2.3018490754622687	20.01
chr1	90000000	90500000	22.75	1.1369315342328834	2.273863068465767	20.01
chr1	90500000	91000000	23.08	1.153423288355822	2.306846576711644	20.01
chr1	91000000	91500000	23.57	1.177911044477761	2.355822088955522	20.01
chr1	91500000	92000000	23.34	1.1664167916041979	2.3328335832083957	20.01
chr1	92000000	92500000	22.87	1.142928535732134	2.285857071464268	20.01
chr1	92500000	93000000	24.84	1.2413793103448274	2.482758620689655	20.01
chr1	93000000	93500000	23.66	1.182408795602199	2.364817591204398	20.01
chr1	93500000	94000000	22.7	1.1344327836081958	2.2688655672163915	20.01
chr1	94000000	94500000	19.13	0.9560219890054972	1.9120439780109943	20.01
chr1	94500000	95000000	17.43	0.8710644677661169	1.7421289355322338	20.01
chr1	95000000	95500000	17.46	0.8725637181409295	1.745127436281859	20.01
chr1	95500000	96000000	17.42	0.8705647176411794	1.7411294352823588	20.01
chr1	96000000	96500000	17.35	0.8670664667666167	1.7341329335332334	20.01
chr1	96500000	97000000	18.0	0.8995502248875562	1.7991004497751124	20.01
chr1	97000000	97500000	18.82	0.9405297351324338	1.8810594702648675	20.01
chr1	97500000	98000000	18.91	0.9450274862568715	1.890054972513743	20.01
chr1	98000000	98500000	19.36	0.9675162418790604	1.9350324837581208	20.01
chr1	98500000	99000000	18.93	0.9460269865067465	1.892053973013493	20.01
chr1	99000000	99500000	17.59	0.8790604697651173	1.7581209395302346	20.01
chr1	99500000	100000000	18.67	0.9330334832583709	1.8660669665167418	20.01
chr1	100000000	100500000	18.81	0.9400299850074961	1.8800599700149923	20.01
chr1	100500000	101000000	18.49	0.9240379810094951	1.8480759620189902	20.01
chr1	101000000	101500000	18.32	0.9155422288855571	1.8310844577711143	20.01
chr1	101500000	102000000	17.74	0.8865567216391803	1.7731134432783606	20.01
chr1	102000000	102500000	18.25	0.9120439780109945	1.824087956021989	20.01
chr1	102500000	103000000	17.81	0.890054972513743	1.780109945027486	20.01
chr1	103000000	103500000	18.14	0.9065467266366816	1.8130934532733631	20.01
chr1	103500000	104000000	16.96	0.847576211894053	1.695152423788106	20.01
chr1	104000000	104500000	17.98	0.8985507246376812	1.7971014492753623	20.01
chr1	104500000	105000000	18.64	0.9315342328835582	1.8630684657671164	20.01
chr1	105000000	105500000	20.38	1.0184907546226885	2.036981509245377	20.01
chr1	105500000	106000000	20.67	1.0329835082458771	2.0659670164917543	20.01
chr1	106000000	106500000	21.18	1.058470764617691	2.116941529235382	20.01
chr1	106500000	107000000	20.75	1.0369815092453771	2.0739630184907543	20.01
chr1	107000000	107500000	19.48	0.9735132433783108	1.9470264867566216	20.01
chr1	107500000	108000000	19.03	0.9510244877561219	1.9020489755122438	20.01
chr1	108000000	108500000	18.21	0.9100449775112444	1.8200899550224887	20.01
chr1	108500000	109000000	16.92	0.8455772113943029	1.6911544227886057	20.01
chr1	109000000	109500000	16.94	0.8465767116441779	1.6931534232883558	20.01
chr1	109500000	110000000	16.61	0.8300849575212393	1.6601699150424787	20.01
chr1	110000000	110500000	16.69	0.8340829585207397	1.6681659170414793	20.01
chr1	110500000	111000000	16.35	0.8170914542728636	1.6341829085457271	20.01
chr1	111000000	111500000	16.78	0.8385807096451774	1.6771614192903548	20.01
chr1	111500000	112000000	17.76	0.8875562218890555	1.775112443778111	20.01
chr1	112000000	112500000	17.92	0.895552223888056	1.791104447776112	20.01
chr1	112500000	113000000	18.63	0.9310344827586206	1.862068965517241	20.01
chr1	113000000	113500000	18.38	0.9185407296351823	1.8370814592703646	20.01
chr1	113500000	114000000	18.43	0.9210394802598699	1.8420789605197398	20.01
chr1	114000000	114500000	18.3	0.9145427286356821	1.8290854572713642	20.01
chr1	114500000	115000000	17.68	0.8835582208895552	1.7671164417791103	20.01
chr1	115000000	115500000	17.48	0.8735632183908045	1.747126436781609	20.01
chr1	115500000	116000000	17.97	0.8980509745127435	1.796101949025487	20.01
chr1	116000000	116500000	18.12	0.9055472263868066	1.8110944527736133	20.01
chr1	116500000	117000000	17.93	0.8960519740129934	1.7921039480259868	20.01
chr1	117000000	117500000	18.56	0.9275362318840579	1.8550724637681157	20.01
chr1	117500000	118000000	19.2	0.9595202398800599	1.9190404797601197	20.01
chr1	118000000	118500000	21.25	1.0619690154922539	2.1239380309845077	20.01
chr1	118500000	119000000	23.81	1.1899050474762618	2.3798100949525236	20.01
