chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	26.165
chr1	500000	1000000	0.0	0.0	0.0	26.165
chr1	1000000	1500000	0.0	0.0	0.0	26.165
chr1	1500000	2000000	0.0	0.0	0.0	26.165
chr1	2000000	2500000	0.0	0.0	0.0	26.165
chr1	2500000	3000000	0.0	0.0	0.0	26.165
chr1	3000000	3500000	18.17	0.6944391362507167	1.3888782725014335	26.165
chr1	3500000	4000000	21.64	0.8270590483470285	1.654118096694057	26.165
chr1	4000000	4500000	22.04	0.8423466462832028	1.6846932925664055	26.165
chr1	4500000	5000000	23.73	0.9069367475635391	1.8138734951270783	26.165
chr1	5000000	5500000	23.89	0.9130517867380088	1.8261035734760176	26.165
chr1	5500000	6000000	22.13	0.845786355818842	1.691572711637684	26.165
chr1	6000000	6500000	22.93	0.8763615516911906	1.7527231033823811	26.165
chr1	6500000	7000000	23.48	0.8973819988534302	1.7947639977068603	26.165
chr1	7000000	7500000	23.14	0.8843875406076821	1.7687750812153642	26.165
chr1	7500000	8000000	21.85	0.83508503726352	1.67017007452704	26.165
chr1	8000000	8500000	21.99	0.8404356965411809	1.6808713930823618	26.165
chr1	8500000	9000000	21.48	0.8209440091725588	1.6418880183451177	26.165
chr1	9000000	9500000	22.65	0.8656602331358685	1.731320466271737	26.165
chr1	9500000	10000000	24.15	0.922988725396522	1.845977450793044	26.165
chr1	10000000	10500000	23.81	0.9099942671507739	1.8199885343015478	26.165
chr1	10500000	11000000	23.76	0.9080833174087523	1.8161666348175045	26.165
chr1	11000000	11500000	22.81	0.8717752723103382	1.7435505446206765	26.165
chr1	11500000	12000000	22.55	0.861838333651825	1.72367666730365	26.165
chr1	12000000	12500000	22.27	0.851137015096503	1.702274030193006	26.165
chr1	12500000	13000000	24.26	0.9271928148289701	1.8543856296579402	26.165
chr1	13000000	13500000	25.68	0.9814637875023887	1.9629275750047774	26.165
chr1	13500000	14000000	24.99	0.955092681062488	1.910185362124976	26.165
chr1	14000000	14500000	23.54	0.8996751385438563	1.7993502770877126	26.165
