gene_id,gene_name,16h_1,16h_2,16h_3,8h_1,8h_2,8h_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000092621,PHGDH,1875,1891,1810,4626,4102,3813,2943.8990654020845,-0.9840935139366742,0.042082005862916695,8.723607216825275e-124,4.802709256496348e-121,Down
ENSG00000196415,PRTN3,12275,12035,11919,8775,8438,7407,10251.684398411462,0.7299831841155716,0.031338004325575514,1.5358900095581978e-121,8.117485878516987e-119,Up
ENSG00000052749,RRP12,5395,5602,5306,3605,3299,2964,4423.030424274606,0.8957561556457667,0.038897123191092564,9.280319862490966e-120,4.716187167042044e-117,Up
ENSG00000261236,BOP1,7031,7113,6917,4984,4544,4112,5853.580028848908,0.7992517934020466,0.034823685793889884,1.9457923896589991e-118,9.522131423912725e-116,Up
ENSG00000124762,CDKN1A,26225,25429,24404,22189,20378,18658,23001.89804377801,0.48777419192374477,0.021236493032032244,1.2802884157286293e-117,6.04158958465085e-115,Up
ENSG00000171724,VAT1L,7984,7643,7297,5937,5428,4976,6601.393426281564,0.6608761964485074,0.028965239755487277,1.7495160978274074e-116,7.971157310549494e-114,Up
ENSG00000239672,NME1,6622,6509,6407,4744,4235,3909,5465.9785581168,0.7727724326474987,0.034045044284498636,8.692547301328867e-116,3.828487583081944e-113,Up
ENSG00000165271,NOL6,4654,4543,4329,3117,2745,2449,3685.3702763840784,0.874312605554114,0.038776000387072,7.238818865480358e-115,3.0853714086965154e-112,Up
ENSG00000123080,CDKN2C,2347,2376,2349,5567,5279,4619,3666.3948676981504,-0.9429603022348395,0.04190254606900041,8.346170304612122e-115,3.446185882338749e-112,Down
ENSG00000152104,PTPN14,1681,1591,1543,3851,3765,3421,2577.732191664767,-1.0138068456317644,0.045279425068887214,5.699575834041561e-114,2.2820756210663984e-111,Down
ENSG00000132361,CLUH,5631,5687,5330,3968,3548,3350,4639.343443987568,0.7865467387604049,0.0350114384706704,1.4401269204442577e-113,5.59658735289117e-111,Up
ENSG00000111490,TBC1D30,863,897,807,2507,2364,2087,1540.41627387721,-1.252270016713246,0.05622692152972594,1.5887327648082912e-112,5.997693148974844e-110,Down
ENSG00000115541,HSPE1,7328,6820,6747,5301,4725,4326,5931.190482386332,0.7143948933410872,0.03235438965848332,1.7071042629312834e-109,6.265546840586402e-107,Up
ENSG00000197561,ELANE,24870,24716,24152,20286,18729,17255,21829.20607879855,0.5642996322763337,0.02558746794857794,8.554363312706159e-109,3.054832498669905e-106,Up
ENSG00000130707,ASS1,7074,6904,6856,13292,12571,11315,9494.142469977447,-0.654156739896099,0.029950553302710074,5.454680950182544e-107,1.896649984072683e-104,Down
ENSG00000148843,PDCD11,7227,7159,6790,5170,4744,4600,6012.467950674188,0.7149977690803822,0.0328615528606343,2.0186796609186794e-106,6.839183169158592e-104,Up
ENSG00000168283,BMI1,4862,4497,4116,9126,8282,7926,6338.832560429867,-0.7311054895698443,0.033743864681516945,1.2613175729336434e-105,4.1664472727930575e-103,Down
ENSG00000138160,KIF11,2667,2595,2437,5439,4908,4575,3691.1722604767906,-0.77183521373622,0.03634902456304481,8.766565767872983e-102,2.8251861827050176e-99,Down
ENSG00000137804,NUSAP1,2557,2363,2361,5281,4750,4494,3556.3641166688853,-0.812905900608417,0.038455011454344844,3.977003443315183e-101,1.2511463451553217e-98,Down
ENSG00000101361,NOP56,9881,10184,9090,7323,6790,6392,8355.906082865258,0.6780776854419153,0.03198668469943517,4.716150897497854e-101,1.4491744606660265e-98,Up
ENSG00000122862,SRGN,78549,71772,72987,61134,58018,52694,66320.32857345635,0.5507613504143771,0.02605414496303876,3.5860182558273493e-100,1.076864982141972e-97,Up
ENSG00000151726,ACSL1,3565,3336,3179,2240,1889,1860,2714.7699181787134,0.9189057963852107,0.04431675542352123,4.8756698238422386e-98,1.4316050084983887e-95,Up
ENSG00000144381,HSPD1,30254,29697,27634,26359,23324,21413,26564.229673149443,0.47629498698005995,0.022889387531386994,5.059298959976987e-97,1.4532286338733897e-94,Up
