chr1	78585517
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585536
chr1	78585551
chr1	84105789
chr1	97549186
chr1	153866012
chr1	161820083
chr10	19744714
chr10	19744714
chr10	85891781
chr10	85891786
chr10	92978391
chr11	4901909
chr11	24514564
chr11	24514564
chr11	60996427
chr11	88272250
chr11	90151601
chr11	106634555
chr12	31610680
chr12	86301097
chr12	86301097
chr13	4465673
chr13	4465673
chr13	77028590
chr13	77028590
chr13	84737424
chr13	84953361
chr13	88386248
chr14	31940465
chr14	46050272
chr14	66042049
chr14	66042049
chr15	99292533
chr16	39923308
chr16	43002882
chr16	56425410
chr16	76612718
chr17	3430088
chr17	16440187
chr17	31080514
chr18	32586479
chr18	32586479
chr18	64110054
chr19	56268546
chr2	20561356
chr3	51246459
chr3	127186696
chr4	33227066
chr4	33227068
chr4	124124457
chr4	146540406
chr5	34897316
chr5	34905071
chr5	34905072
chr5	35102871
chr5	35106868
chr5	35106886
chr5	35106886
chr5	35106886
chr5	35106943
chr5	35108340
chr5	35108423
chr5	65688878
chr5	104220188
chr5	104220188
chr5	104220188
chr5	110412814
chr5	119550540
chr5	130287568
chr6	83245019
chr6	83245020
chr6	100472442
chr6	139674116
chr7	70794819
chr7	90091184
chr7	90091184
chr7	90091184
chr7	90091184
chr7	90091184
chr7	90100294
chr7	99707417
chr7	100739051
chr7	116051656
chr7	121416853
chr7	126852541
chr7	139121148
chr8	41911216
chr8	41911216
chr8	94826124
chr8	94826126
chr8	100729177
chr8	119573957
chr8	119573961
chr9	16783486
chr9	16783486
chr9	40668917
chr9	89943359
chrX	18947619
chrX	21818502
chrX	63212256
chrX	102462277
chrX	102462277
chrX	140797160
chrX	140797160
chrX	144298032
chrX	144298040
