chr1	42034808
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585525
chr1	78585539
chr1	78585543
chr1	108979620
chr1	108979620
chr1	140711342
chr11	76855804
chr11	76855804
chr12	101975396
chr13	109732584
chr13	109732595
chr13	117351907
chr13	117351907
chr14	46050272
chr14	46050272
chr15	39910855
chr15	39910855
chr2	76773457
chr2	76773468
chr2	130302643
chr4	80899932
chr4	80899932
chr4	135364421
chr5	74335986
chr5	74335986
chr5	104220188
chr7	17552334
chr7	48205051
chr7	48205051
chr7	90091184
chr7	90091184
chr7	90091184
chr7	90091184
chrX	21736155
chrX	95901726
chrX	95901726
