chrom	length	bases	mean	min	max
chr1	195154279	3645624340	18.68	0	48120
chr2	181755017	3545082748	19.50	0	47049
chr3	159745316	2876230900	18.01	0	3487
chr4	156860686	2965315495	18.90	0	2020
chr5	151758149	2924012567	19.27	0	2734
chr6	149588044	2804789471	18.75	0	23671
chr7	144995196	2747951797	18.95	0	977
chr8	130127694	2476042514	19.03	0	1960
chr9	124359700	2506720865	20.16	0	21982
chr10	130530862	2460230872	18.85	0	1674
chr11	121973369	2572088945	21.09	0	3200
chr12	120092757	2221520946	18.50	0	9710
chr13	120883175	2274748471	18.82	0	4483
chr14	125139656	2197229692	17.56	0	7270
chr15	104073951	1996682233	19.19	0	4539
chr16	98008968	1805798668	18.42	0	4563
chr17	95294699	1874971567	19.68	0	4155
chr18	90720763	1706329448	18.81	0	2642
chr19	61420004	1211882972	19.73	0	3211
chrX	169476592	1315891810	7.76	0	5688
chrY	91455967	101432009	1.11	0	1785
chrM	16299	51838778	3180.49	0	6460
GL456210.1	169725	2628086	15.48	0	594
GL456211.1	241735	3967989	16.41	0	218
GL456212.1	153618	2986547	19.44	0	174
GL456219.1	175968	2945	0.02	0	17
GL456221.1	206961	2694645	13.02	0	201
GL456233.2	559103	3398292	6.08	0	899
GL456239.1	40056	2714091	67.76	0	701
GL456354.1	195993	296240	1.51	0	53
GL456359.1	22974	0	0.00	0	0
GL456360.1	31704	0	0.00	0	0
GL456366.1	47073	189	0.00	0	2
GL456367.1	42057	507316	12.06	0	213
GL456368.1	20208	721315	35.69	0	149
GL456370.1	26764	403839	15.09	0	822
GL456372.1	28664	433092	15.11	0	91
GL456378.1	31602	1146748	36.29	0	324
GL456379.1	72385	0	0.00	0	0
GL456381.1	25871	763513	29.51	0	312
GL456382.1	23158	129175	5.58	0	26
GL456383.1	38659	1389661	35.95	0	1016
GL456385.1	35240	502811	14.27	0	52
GL456387.1	24685	1630804	66.06	0	472
GL456389.1	28772	652968	22.69	0	1494
GL456390.1	24668	1696752	68.78	0	1873
GL456392.1	23629	2148266	90.92	0	4070
GL456394.1	24323	521580	21.44	0	508
GL456396.1	21240	1498990	70.57	0	1232
JH584295.1	1976	46252	23.41	0	39
JH584296.1	199368	48745	0.24	0	25
JH584297.1	205776	79345	0.39	0	23
JH584298.1	184189	300	0.00	0	2
JH584299.1	953012	2586504	2.71	0	56
JH584300.1	182347	253	0.00	0	2
JH584301.1	259875	782	0.00	0	2
JH584302.1	155838	30	0.00	0	1
JH584303.1	158099	1912	0.01	0	10
JH584304.1	114452	36610172	319.87	0	6326
MU069434.1	8412	245945	29.24	0	102
MU069435.1	31129	35541964	1141.76	0	4405
TG_MTTH	254010	67478	0.27	0	47
TG_RAGH	38566	61031	1.58	0	34
total	2728515027	48390543675	17.74	0	48120
