chrom	length	bases	mean	min	max
chr1	195154279	9169050819	46.98	0	34509025
chr1_region	195154279	9169050819	46.98	0	34509025
chr2	181755017	5638492015	31.02	0	99970
chr2_region	181755017	5638492015	31.02	0	99970
chr3	159745316	4690715542	29.36	0	93510
chr3_region	159745316	4690715542	29.36	0	93510
chr4	156860686	4470151662	28.50	0	42199
chr4_region	156860686	4470151662	28.50	0	42199
chr5	151758149	5264512388	34.69	0	552662
chr5_region	151758149	5264512388	34.69	0	552662
chr6	149588044	5344346609	35.73	0	161170
chr6_region	149588044	5344346609	35.73	0	161170
chr7	144995196	4861000433	33.53	0	12249392
chr7_region	144995196	4861000433	33.53	0	12249392
chr8	130127694	4291540986	32.98	0	259684
chr8_region	130127694	4291540986	32.98	0	259684
chr9	124359700	4401052200	35.39	0	143298
chr9_region	124359700	4401052200	35.39	0	143298
chr10	130530862	4096901084	31.39	0	444875
chr10_region	130530862	4096901084	31.39	0	444875
chr11	121973369	3549992768	29.10	0	331003
chr11_region	121973369	3549992768	29.10	0	331003
chr12	120092757	2393603346	19.93	0	91100
chr12_region	120092757	2393603346	19.93	0	91100
chr13	120883175	2525610711	20.89	0	192433
chr13_region	120883175	2525610711	20.89	0	192433
chr14	125139656	3516793009	28.10	0	395169
chr14_region	125139656	3516793009	28.10	0	395169
chr15	104073951	3888798796	37.37	0	243126
chr15_region	104073951	3888798796	37.37	0	243126
chr16	98008968	3030207541	30.92	0	385485
chr16_region	98008968	3030207541	30.92	0	385485
chr17	95294699	3015340233	31.64	0	364390
chr17_region	95294699	3015340233	31.64	0	364390
chr18	90720763	2884303541	31.79	0	121846
chr18_region	90720763	2884303541	31.79	0	121846
chr19	61420004	2200373696	35.83	0	11372
chr19_region	61420004	2200373696	35.83	0	11372
chrX	169476592	6424791338	37.91	0	488419
chrX_region	169476592	6424791338	37.91	0	488419
chrY	91455967	75930983	0.83	0	2786
chrY_region	91455967	75930983	0.83	0	2786
chrM	16299	78511614	4816.96	2094	7251
chrM_region	16299	78511614	4816.96	2094	7251
GL456210.1	169725	13188941	77.71	0	861
GL456210.1_region	169725	13188941	77.71	0	861
GL456211.1	241735	20294810	83.95	0	423
GL456211.1_region	241735	20294810	83.95	0	423
GL456212.1	153618	17080803	111.19	0	412
GL456212.1_region	153618	17080803	111.19	0	412
GL456219.1	175968	2781920	15.81	0	131
GL456219.1_region	175968	2781920	15.81	0	131
GL456221.1	206961	18702525	90.37	0	436
GL456221.1_region	206961	18702525	90.37	0	436
GL456233.2	559103	17989567	32.18	0	3510
GL456233.2_region	559103	17989567	32.18	0	3510
GL456239.1	40056	1763080	44.02	0	1250
GL456239.1_region	40056	1763080	44.02	0	1250
GL456354.1	195993	6348539	32.39	0	177
GL456354.1_region	195993	6348539	32.39	0	177
GL456359.1	22974	377411	16.43	0	60
GL456359.1_region	22974	377411	16.43	0	60
GL456360.1	31704	557399	17.58	0	43
GL456360.1_region	31704	557399	17.58	0	43
GL456366.1	47073	787444	16.73	0	63
GL456366.1_region	47073	787444	16.73	0	63
GL456367.1	42057	2456808	58.42	0	954
GL456367.1_region	42057	2456808	58.42	0	954
GL456368.1	20208	975567	48.28	0	183
GL456368.1_region	20208	975567	48.28	0	183
GL456370.1	26764	1757795	65.68	0	5055
GL456370.1_region	26764	1757795	65.68	0	5055
GL456372.1	28664	1227647	42.83	0	247
GL456372.1_region	28664	1227647	42.83	0	247
GL456378.1	31602	1555071	49.21	0	366
GL456378.1_region	31602	1555071	49.21	0	366
GL456379.1	72385	1210767	16.73	0	72
GL456379.1_region	72385	1210767	16.73	0	72
GL456381.1	25871	3769626	145.71	0	1597
GL456381.1_region	25871	3769626	145.71	0	1597
GL456382.1	23158	659278	28.47	0	74
GL456382.1_region	23158	659278	28.47	0	74
GL456383.1	38659	5888989	152.33	0	4009
GL456383.1_region	38659	5888989	152.33	0	4009
GL456385.1	35240	672398	19.08	0	52
GL456385.1_region	35240	672398	19.08	0	52
GL456387.1	24685	4054549	164.25	0	1145
GL456387.1_region	24685	4054549	164.25	0	1145
GL456389.1	28772	3948889	137.25	0	8439
GL456389.1_region	28772	3948889	137.25	0	8439
GL456390.1	24668	7980984	323.54	0	6526
GL456390.1_region	24668	7980984	323.54	0	6526
GL456392.1	23629	7185836	304.11	0	10855
GL456392.1_region	23629	7185836	304.11	0	10855
GL456394.1	24323	2226968	91.56	0	1083
GL456394.1_region	24323	2226968	91.56	0	1083
GL456396.1	21240	6834376	321.77	0	4448
GL456396.1_region	21240	6834376	321.77	0	4448
JH584295.1	1976	84228	42.63	0	67
JH584295.1_region	1976	84228	42.63	0	67
JH584296.1	199368	5842539	29.31	0	91
JH584296.1_region	199368	5842539	29.31	0	91
JH584297.1	205776	6259585	30.42	0	90
JH584297.1_region	205776	6259585	30.42	0	90
JH584298.1	184189	5875540	31.90	0	81
JH584298.1_region	184189	5875540	31.90	0	81
JH584299.1	953012	34022667	35.70	0	235
JH584299.1_region	953012	34022667	35.70	0	235
JH584300.1	182347	7906	0.04	0	64
