chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	28.31
chr1	500000	1000000	0.0	0.0	0.0	28.31
chr1	1000000	1500000	0.0	0.0	0.0	28.31
chr1	1500000	2000000	0.0	0.0	0.0	28.31
chr1	2000000	2500000	0.0	0.0	0.0	28.31
chr1	2500000	3000000	0.0	0.0	0.0	28.31
chr1	3000000	3500000	24.12	0.8519957612151184	1.7039915224302369	28.31
chr1	3500000	4000000	27.27	0.9632638643588838	1.9265277287177676	28.31
chr1	4000000	4500000	27.82	0.9826916283998588	1.9653832567997176	28.31
chr1	4500000	5000000	27.9	0.9855174849876369	1.9710349699752738	28.31
chr1	5000000	5500000	28.02	0.9897562698693042	1.9795125397386084	28.31
chr1	5500000	6000000	26.81	0.9470151889791593	1.8940303779583185	28.31
chr1	6000000	6500000	27.02	0.954433062522077	1.908866125044154	28.31
chr1	6500000	7000000	28.23	0.9971741434122219	1.9943482868244438	28.31
chr1	7000000	7500000	27.52	0.9720946661956906	1.9441893323913813	28.31
chr1	7500000	8000000	26.03	0.9194630872483223	1.8389261744966445	28.31
chr1	8000000	8500000	26.21	0.9258212645708231	1.8516425291416463	28.31
chr1	8500000	9000000	24.98	0.8823737195337337	1.7647474390674673	28.31
chr1	9000000	9500000	26.53	0.9371246909219358	1.8742493818438717	28.31
chr1	9500000	10000000	27.5	0.9713882020487461	1.9427764040974922	28.31
chr1	10000000	10500000	27.81	0.9823383963263864	1.9646767926527728	28.31
chr1	10500000	11000000	28.06	0.9911691981631933	1.9823383963263865	28.31
chr1	11000000	11500000	27.82	0.9826916283998588	1.9653832567997176	28.31
chr1	11500000	12000000	26.96	0.9523136700812435	1.904627340162487	28.31
chr1	12000000	12500000	26.72	0.9438361003179089	1.8876722006358178	28.31
chr1	12500000	13000000	28.3	0.9996467679265278	1.9992935358530557	28.31
chr1	13000000	13500000	29.38	1.037795831861533	2.075591663723066	28.31
chr1	13500000	14000000	29.58	1.0448604733309785	2.089720946661957	28.31
chr1	14000000	14500000	28.15	0.9943482868244437	1.9886965736488873	28.31
chr1	14500000	15000000	28.18	0.9954079830448606	1.9908159660897211	28.31
chr1	15000000	15500000	28.91	1.0211939244083363	2.0423878488166727	28.31
chr1	15500000	16000000	27.95	0.9872836453549982	1.9745672907099965	28.31
chr1	16000000	16500000	28.59	1.0098904980572236	2.0197809961144473	28.31
chr1	16500000	17000000	28.23	0.9971741434122219	1.9943482868244438	28.31
chr1	17000000	17500000	27.37	0.9667961850936065	1.933592370187213	28.31
chr1	17500000	18000000	26.56	0.9381843871423525	1.876368774284705	28.31
chr1	18000000	18500000	26.57	0.9385376192158249	1.8770752384316498	28.31
chr1	18500000	19000000	26.29	0.9286471211586013	1.8572942423172025	28.31
chr1	19000000	19500000	26.91	0.950547509713882	1.901095019427764	28.31
chr1	19500000	20000000	26.95	0.9519604380077711	1.9039208760155422	28.31
chr1	20000000	20500000	27.39	0.9675026492405511	1.9350052984811021	28.31
chr1	20500000	21000000	29.32	1.0356764394206994	2.071352878841399	28.31
chr1	21000000	21500000	29.29	1.0346167432002826	2.0692334864005653	28.31
chr1	21500000	22000000	27.26	0.9629106322854116	1.9258212645708233	28.31
chr1	22000000	22500000	27.56	0.9735075944895797	1.9470151889791594	28.31
chr1	22500000	23000000	27.71	0.9788060755916638	1.9576121511833275	28.31
chr1	23000000	23500000	28.07	0.9915224302366655	1.983044860473331	28.31
chr1	23500000	24000000	28.76	1.0158954433062524	2.0317908866125047	28.31
chr1	24000000	24500000	28.08	0.9918756623101378	1.9837513246202756	28.31
chr1	24500000	25000000	71.06	2.51006711409396	5.02013422818792	28.31
chr1	25000000	25500000	27.42	0.968562345460968	1.937124690921936	28.31
chr1	25500000	26000000	26.1	0.9219357117626281	1.8438714235252562	28.31
chr1	26000000	26500000	24.77	0.874955845990816	1.749911691981632	28.31
chr1	26500000	27000000	26.08	0.9212292476156835	1.842458495231367	28.31
chr1	27000000	27500000	24.92	0.8802543270929002	1.7605086541858004	28.31
chr1	27500000	28000000	24.89	0.8791946308724833	1.7583892617449666	28.31
chr1	28000000	28500000	25.4	0.897209466619569	1.794418933239138	28.31
