chrom	length	bases	mean	min	max
chr1	195154279	5111463230	26.19	0	20003587
chr1_region	195154279	5111463230	26.19	0	20003587
chr2	181755017	3729483296	20.52	0	93251
chr2_region	181755017	3729483296	20.52	0	93251
chr3	159745316	3170536722	19.85	0	44201
chr3_region	159745316	3170536722	19.85	0	44201
chr4	156860686	3191874145	20.35	0	13871
chr4_region	156860686	3191874145	20.35	0	13871
chr5	151758149	3068250492	20.22	0	231966
chr5_region	151758149	3068250492	20.22	0	231966
chr6	149588044	2992098624	20.00	0	81897
chr6_region	149588044	2992098624	20.00	0	81897
chr7	144995196	3205441175	22.11	0	5970285
chr7_region	144995196	3205441175	22.11	0	5970285
chr8	130127694	2645225504	20.33	0	120342
chr8_region	130127694	2645225504	20.33	0	120342
chr9	124359700	2676089617	21.52	0	179236
chr9_region	124359700	2676089617	21.52	0	179236
chr10	130530862	2577759901	19.75	0	240057
chr10_region	130530862	2577759901	19.75	0	240057
chr11	121973369	2496315823	20.47	0	139344
chr11_region	121973369	2496315823	20.47	0	139344
chr12	120092757	2469140374	20.56	0	45180
chr12_region	120092757	2469140374	20.56	0	45180
chr13	120883175	2431871703	20.12	0	100673
chr13_region	120883175	2431871703	20.12	0	100673
chr14	125139656	2504792555	20.02	0	355259
chr14_region	125139656	2504792555	20.02	0	355259
chr15	104073951	2074663412	19.93	0	37996
chr15_region	104073951	2074663412	19.93	0	37996
chr16	98008968	1923881203	19.63	0	163442
chr16_region	98008968	1923881203	19.63	0	163442
chr17	95294699	1938545109	20.34	0	165066
chr17_region	95294699	1938545109	20.34	0	165066
chr18	90720763	1786940990	19.70	0	59229
chr18_region	90720763	1786940990	19.70	0	59229
chr19	61420004	1197470723	19.50	0	8598
chr19_region	61420004	1197470723	19.50	0	8598
chrX	169476592	3235657776	19.09	0	206098
chrX_region	169476592	3235657776	19.09	0	206098
chrY	91455967	38854056	0.42	0	750
chrY_region	91455967	38854056	0.42	0	750
chrM	16299	86851949	5328.67	11	7955
chrM_region	16299	86851949	5328.67	11	7955
GL456210.1	169725	7859030	46.30	0	658
GL456210.1_region	169725	7859030	46.30	0	658
GL456211.1	241735	12070814	49.93	0	291
GL456211.1_region	241735	12070814	49.93	0	291
GL456212.1	153618	9965647	64.87	0	255
GL456212.1_region	153618	9965647	64.87	0	255
GL456219.1	175968	1841442	10.46	0	73
GL456219.1_region	175968	1841442	10.46	0	73
GL456221.1	206961	11075058	53.51	1	291
GL456221.1_region	206961	11075058	53.51	1	291
GL456233.2	559103	8592716	15.37	0	1706
GL456233.2_region	559103	8592716	15.37	0	1706
GL456239.1	40056	3692061	92.17	0	1112
GL456239.1_region	40056	3692061	92.17	0	1112
GL456354.1	195993	2885586	14.72	0	107
GL456354.1_region	195993	2885586	14.72	0	107
GL456359.1	22974	211535	9.21	0	36
GL456359.1_region	22974	211535	9.21	0	36
GL456360.1	31704	258333	8.15	0	30
GL456360.1_region	31704	258333	8.15	0	30
GL456366.1	47073	359966	7.65	0	48
GL456366.1_region	47073	359966	7.65	0	48
GL456367.1	42057	1098890	26.13	0	401
GL456367.1_region	42057	1098890	26.13	0	401
GL456368.1	20208	851775	42.15	0	159
GL456368.1_region	20208	851775	42.15	0	159
GL456370.1	26764	704621	26.33	0	3211
GL456370.1_region	26764	704621	26.33	0	3211
GL456372.1	28664	945650	32.99	0	180
GL456372.1_region	28664	945650	32.99	0	180
GL456378.1	31602	1368486	43.30	0	300
GL456378.1_region	31602	1368486	43.30	0	300
GL456379.1	72385	590439	8.16	0	43
GL456379.1_region	72385	590439	8.16	0	43
GL456381.1	25871	1886896	72.93	0	867
GL456381.1_region	25871	1886896	72.93	0	867
GL456382.1	23158	324301	14.00	0	50
GL456382.1_region	23158	324301	14.00	0	50
GL456383.1	38659	2351940	60.84	0	1978
GL456383.1_region	38659	2351940	60.84	0	1978
GL456385.1	35240	601469	17.07	0	62
GL456385.1_region	35240	601469	17.07	0	62
GL456387.1	24685	2409305	97.60	0	1230
GL456387.1_region	24685	2409305	97.60	0	1230
GL456389.1	28772	1486759	51.67	0	3367
GL456389.1_region	28772	1486759	51.67	0	3367
GL456390.1	24668	3144833	127.49	0	2789
GL456390.1_region	24668	3144833	127.49	0	2789
GL456392.1	23629	3332902	141.05	0	6790
GL456392.1_region	23629	3332902	141.05	0	6790
GL456394.1	24323	1076975	44.28	0	1359
GL456394.1_region	24323	1076975	44.28	0	1359
GL456396.1	21240	2836678	133.55	0	1939
GL456396.1_region	21240	2836678	133.55	0	1939
JH584295.1	1976	30065	15.22	0	37
JH584295.1_region	1976	30065	15.22	0	37
JH584296.1	199368	2615029	13.12	0	54
JH584296.1_region	199368	2615029	13.12	0	54
JH584297.1	205776	2935621	14.27	0	67
JH584297.1_region	205776	2935621	14.27	0	67
JH584298.1	184189	2810292	15.26	0	61
JH584298.1_region	184189	2810292	15.26	0	61
JH584299.1	953012	15955692	16.74	0	171
JH584299.1_region	953012	15955692	16.74	0	171
JH584300.1	182347	9613	0.05	0	95
JH584300.1_region	182347	9613	0.05	0	95
