chr	start	end	depth	cr	cn	base_depth
chr1	0	500000	0.0	0.0	0.0	20.43
chr1	500000	1000000	0.0	0.0	0.0	20.43
chr1	1000000	1500000	0.0	0.0	0.0	20.43
chr1	1500000	2000000	0.0	0.0	0.0	20.43
chr1	2000000	2500000	0.0	0.0	0.0	20.43
chr1	2500000	3000000	0.0	0.0	0.0	20.43
chr1	3000000	3500000	17.41	0.8521781693587861	1.7043563387175722	20.43
chr1	3500000	4000000	20.11	0.9843367596671562	1.9686735193343123	20.43
chr1	4000000	4500000	20.37	0.9970631424375919	1.9941262848751837	20.43
chr1	4500000	5000000	19.9	0.9740577581987273	1.9481155163974546	20.43
chr1	5000000	5500000	20.21	0.98923152227117	1.97846304454234	20.43
chr1	5500000	6000000	19.51	0.954968184043074	1.909936368086148	20.43
chr1	6000000	6500000	19.86	0.9720998531571219	1.9441997063142438	20.43
chr1	6500000	7000000	20.6	1.0083210964268234	2.016642192853647	20.43
chr1	7000000	7500000	19.8	0.9691629955947137	1.9383259911894275	20.43
chr1	7500000	8000000	19.1	0.9348996573666178	1.8697993147332357	20.43
chr1	8000000	8500000	19.04	0.9319627998042095	1.863925599608419	20.43
chr1	8500000	9000000	17.97	0.8795888399412628	1.7591776798825256	20.43
chr1	9000000	9500000	19.15	0.9373470386686246	1.8746940773372491	20.43
chr1	9500000	10000000	19.47	0.9530102790014684	1.9060205580029368	20.43
chr1	10000000	10500000	19.93	0.9755261869799314	1.9510523739598629	20.43
chr1	10500000	11000000	20.32	0.9946157611355849	1.9892315222711698	20.43
chr1	11000000	11500000	20.42	0.9995105237395987	1.9990210474791974	20.43
chr1	11500000	12000000	19.57	0.9579050416054822	1.9158100832109644	20.43
chr1	12000000	12500000	19.48	0.9534997552618698	1.9069995105237396	20.43
chr1	12500000	13000000	20.54	1.005384238864415	2.01076847772883	20.43
chr1	13000000	13500000	20.9	1.0230053842388644	2.046010768477729	20.43
chr1	13500000	14000000	21.15	1.0352422907488987	2.0704845814977975	20.43
chr1	14000000	14500000	20.73	1.0146842878120412	2.0293685756240825	20.43
chr1	14500000	15000000	20.81	1.018600097895252	2.037200195790504	20.43
chr1	15000000	15500000	21.14	1.0347528144884974	2.069505628976995	20.43
chr1	15500000	16000000	20.55	1.0058737151248165	2.011747430249633	20.43
chr1	16000000	16500000	20.36	0.9965736661771903	1.9931473323543807	20.43
chr1	16500000	17000000	20.07	0.9823788546255506	1.9647577092511013	20.43
chr1	17000000	17500000	19.99	0.9784630445423397	1.9569260890846794	20.43
chr1	17500000	18000000	19.0	0.9300048947626041	1.8600097895252081	20.43
chr1	18000000	18500000	19.21	0.9402838962310328	1.8805677924620656	20.43
chr1	18500000	19000000	18.75	0.9177679882525698	1.8355359765051396	20.43
chr1	19000000	19500000	19.21	0.9402838962310328	1.8805677924620656	20.43
chr1	19500000	20000000	19.52	0.9554576603034752	1.9109153206069505	20.43
chr1	20000000	20500000	19.84	0.9711209006363192	1.9422418012726383	20.43
chr1	20500000	21000000	20.77	1.0166421928536467	2.0332843857072933	20.43
chr1	21000000	21500000	21.24	1.0396475770925109	2.0792951541850218	20.43
chr1	21500000	22000000	19.56	0.9574155653450808	1.9148311306901615	20.43
chr1	22000000	22500000	19.94	0.976015663240333	1.952031326480666	20.43
chr1	22500000	23000000	20.14	0.9858051884483603	1.9716103768967206	20.43
chr1	23000000	23500000	20.21	0.98923152227117	1.97846304454234	20.43
chr1	23500000	24000000	20.6	1.0083210964268234	2.016642192853647	20.43
chr1	24000000	24500000	20.52	1.0044052863436124	2.0088105726872247	20.43
chr1	24500000	25000000	54.24	2.654919236417034	5.309838472834068	20.43
chr1	25000000	25500000	20.01	0.9794419970631425	1.958883994126285	20.43
chr1	25500000	26000000	19.06	0.9329417523250122	1.8658835046500244	20.43
chr1	26000000	26500000	17.79	0.8707782672540382	1.7415565345080763	20.43
chr1	26500000	27000000	18.71	0.9158100832109644	1.8316201664219287	20.43
chr1	27000000	27500000	17.97	0.8795888399412628	1.7591776798825256	20.43
chr1	27500000	28000000	17.76	0.8693098384728342	1.7386196769456683	20.43
chr1	28000000	28500000	17.96	0.8790993636808615	1.758198727361723	20.43
chr1	28500000	29000000	18.14	0.8879099363680862	1.7758198727361725	20.43
chr1	29000000	29500000	17.33	0.848262359275575	1.69652471855115	20.43
chr1	29500000	30000000	18.76	0.9182574645129712	1.8365149290259424	20.43
chr1	30000000	30500000	19.11	0.935389133627019	1.870778267254038	20.43
chr1	30500000	31000000	19.99	0.9784630445423397	1.9569260890846794	20.43
chr1	31000000	31500000	19.65	0.961820851688693	1.923641703377386	20.43
chr1	31500000	32000000	18.91	0.9255996084189917	1.8511992168379834	20.43
chr1	32000000	32500000	19.49	0.9539892315222711	1.9079784630445422	20.43
chr1	32500000	33000000	19.79	0.9686735193343122	1.9373470386686245	20.43
chr1	33000000	33500000	20.05	0.9813999021047479	1.9627998042094958	20.43
chr1	33500000	34000000	21.47	1.0509055310817426	2.101811062163485	20.43
chr1	34000000	34500000	21.57	1.0558002936857562	2.1116005873715125	20.43
chr1	34500000	35000000	22.31	1.0920215369554576	2.184043073910915	20.43
chr1	35000000	35500000	22.0	1.0768477728830153	2.1536955457660305	20.43
chr1	35500000	36000000	21.84	1.0690161527165933	2.1380323054331867	20.43
chr1	36000000	36500000	22.17	1.0851688693098385	2.170337738619677	20.43
chr1	36500000	37000000	22.5	1.1013215859030838	2.2026431718061676	20.43
chr1	37000000	37500000	22.26	1.0895741556534508	2.1791483113069017	20.43
chr1	37500000	38000000	21.92	1.0729319627998044	2.145863925599609	20.43
chr1	38000000	38500000	22.49	1.1008321096426823	2.2016642192853646	20.43
chr1	38500000	39000000	22.69	1.1106216348507099	2.2212432697014197	20.43
chr1	39000000	39500000	22.31	1.0920215369554576	2.184043073910915	20.43
chr1	39500000	40000000	21.76	1.0651003426333823	2.1302006852667645	20.43
chr1	40000000	40500000	21.96	1.0748898678414098	2.1497797356828197	20.43
chr1	40500000	41000000	21.89	1.0714635340186	2.1429270680372	20.43
chr1	41000000	41500000	20.53	1.0048947626040137	2.0097895252080273	20.43
chr1	41500000	42000000	19.67	0.962799804209496	1.925599608418992	20.43
chr1	42000000	42500000	20.66	1.0112579539892315	2.022515907978463	20.43
chr1	42500000	43000000	21.39	1.0469897209985317	2.0939794419970634	20.43
chr1	43000000	43500000	22.12	1.0827214880078317	2.1654429760156635	20.43
chr1	43500000	44000000	21.76	1.0651003426333823	2.1302006852667645	20.43
chr1	44000000	44500000	19.51	0.954968184043074	1.909936368086148	20.43
chr1	44500000	45000000	18.25	0.8932941752325012	1.7865883504650024	20.43
chr1	45000000	45500000	18.24	0.8928046989720998	1.7856093979441996	20.43
chr1	45500000	46000000	18.94	0.9270680372001958	1.8541360744003916	20.43
chr1	46000000	46500000	19.78	0.968184043073911	1.936368086147822	20.43
chr1	46500000	47000000	19.16	0.937836514929026	1.875673029858052	20.43
chr1	47000000	47500000	19.59	0.9588839941262849	1.9177679882525698	20.43
chr1	47500000	48000000	19.07	0.9334312285854136	1.8668624571708272	20.43
chr1	48000000	48500000	17.89	0.875673029858052	1.751346059716104	20.43
chr1	48500000	49000000	18.39	0.9001468428781204	1.8002936857562408	20.43
chr1	49000000	49500000	17.79	0.8707782672540382	1.7415565345080763	20.43
chr1	49500000	50000000	17.57	0.860009789525208	1.720019579050416	20.43
chr1	50000000	50500000	17.22	0.8428781204111601	1.6857562408223201	20.43
chr1	50500000	51000000	19.0	0.9300048947626041	1.8600097895252081	20.43
chr1	51000000	51500000	21.06	1.0308370044052864	2.0616740088105727	20.43
chr1	51500000	52000000	20.81	1.018600097895252	2.037200195790504	20.43
chr1	52000000	52500000	21.78	1.066079295154185	2.13215859030837	20.43
chr1	52500000	53000000	21.12	1.0337738619676946	2.067547723935389	20.43
chr1	53000000	53500000	20.6	1.0083210964268234	2.016642192853647	20.43
chr1	53500000	54000000	21.02	1.028879099363681	2.057758198727362	20.43
chr1	54000000	54500000	21.37	1.046010768477729	2.092021536955458	20.43
chr1	54500000	55000000	21.88	1.0709740577581988	2.1419481155163975	20.43
chr1	55000000	55500000	20.14	0.9858051884483603	1.9716103768967206	20.43
chr1	55500000	56000000	21.1	1.032794909446892	2.065589818893784	20.43
